id,created_at,updated_at,deleted_at,nombre,codigo,precio_venta,stock
1264,2025-08-23 20:57:50.343426 -0500 -05,2025-08-23 20:57:50.343426 -0500 -05,NULL,Ketotifeno 1 Mg X 30 Tab Recipe,051814,5117.65,6
1265,2025-08-23 20:57:50.350382 -0500 -05,2025-08-23 20:57:50.350382 -0500 -05,NULL,Irbesartan 300 Mg X 14 Tab Rec Mk REGULADO,074456,16133.05,3
1266,2025-08-23 20:57:50.357141 -0500 -05,2025-08-23 20:57:50.357141 -0500 -05,NULL,Clotrimazol 1% Crema Top X 40 Gr MP,001269,4446.5,8
1267,2025-08-23 20:57:50.364156 -0500 -05,2025-08-23 20:57:50.364156 -0500 -05,NULL,CIPROFLOXACINA 500 MG X 10 TAB - AMERICAN GENERICS ,386021,3471.98,4
1268,2025-08-23 20:57:50.371607 -0500 -05,2025-08-23 20:57:50.371607 -0500 -05,NULL,VITACEREBRINA SD NEXT CEREZA X 180 ML - FINLAY ,270084,36976.74,1
1269,2025-08-23 20:57:50.378597 -0500 -05,2025-08-23 20:57:50.378597 -0500 -05,NULL,INHALOCAMARA ADULTO - PROTEX ,983067,6269.23,3
1270,2025-08-23 20:57:50.385458 -0500 -05,2025-08-23 20:57:50.385458 -0500 -05,NULL,MELATONINA 3 MG CAPSULAS BLANDAS - FRASCO X 120 Invima:2015M-0016375 CUM:20086893-5 ATC:N05CM17,C271010201,36278.0,1
1271,2025-08-23 20:57:50.392614 -0500 -05,2025-08-23 20:57:50.392614 -0500 -05,NULL,ABRILAR JARABE EA 575 FRASCO X 100 ML,4104480705151,57559.85,2
1272,2025-08-23 20:57:50.401797 -0500 -05,2025-08-23 20:57:50.401797 -0500 -05,NULL,CONDONES DUREX REAL FEEL CAJA X 3 UNIDADES ,7702626214856,10.0,1
1273,2025-08-23 20:57:50.40993 -0500 -05,2025-08-23 20:57:50.40993 -0500 -05,NULL,CREMA DENTAL COLGATE TRIPLE ACCION MEGA CREMA TUBO X 60 ML,7702010111501,3722.97,6
1274,2025-08-23 20:57:50.41726 -0500 -05,2025-08-23 20:57:50.41726 -0500 -05,NULL,CREMA DENTAL COLGATE TRIPLE ACCION TUBO X 50 ML GRATIS CEPILLO,7702010631382,4054.05,10
1275,2025-08-23 20:57:50.42475 -0500 -05,2025-08-23 20:57:50.42475 -0500 -05,NULL,CREMA PONDS CLARANT B3 PIEL NORMAL A SECA CAJA X 10 SS,7702006402569,17260.47,1
1276,2025-08-23 20:57:50.431437 -0500 -05,2025-08-23 20:57:50.431437 -0500 -05,NULL,CREMA PONDS REJUVENESS CAJA X 10 SOBRES,7702006402576,17260.47,1
1277,2025-08-23 20:57:50.43847 -0500 -05,2025-08-23 20:57:50.43847 -0500 -05,NULL,CURITAS LEUKOPLAST COLOR PIEL CAJA X 100 UND,7707331802411,10000.0,1
1278,2025-08-23 20:57:50.444839 -0500 -05,2025-08-23 20:57:50.444839 -0500 -05,NULL,DOLEX JARABE NINOS 7 FRASCO X 120 ML,7501043130769,32245.64,1
1279,2025-08-23 20:57:50.452142 -0500 -05,2025-08-23 20:57:50.452142 -0500 -05,NULL,ESPIRONOLACTONA 100 MG CAJA X  20 TABLETAS,7707288820070,12500.0,3
1280,2025-08-23 20:57:50.45854 -0500 -05,2025-08-23 20:57:50.45854 -0500 -05,NULL,GEL LUBRICANTE KY X 15 G,7702626215235,10609.46,2
1281,2025-08-23 20:57:50.465538 -0500 -05,2025-08-23 20:57:50.465538 -0500 -05,NULL,GEL LUBRICANTE KY X 50 G,7891010020927,28129.73,2
1282,2025-08-23 20:57:50.474407 -0500 -05,2025-08-23 20:57:50.474407 -0500 -05,NULL,ISODINE CAJA X 24 OVULOS,7702195300516,87772.82,1
1283,2025-08-23 20:57:50.480647 -0500 -05,2025-08-23 20:57:50.480647 -0500 -05,NULL,KRODEX COMPUESTO CAJA X 20 CAPSULAS,7703712014732,36600.0,1
1284,2025-08-23 20:57:50.488339 -0500 -05,2025-08-23 20:57:50.488339 -0500 -05,NULL,LOPERAMIDA 2 MG CAJA X 240 TABL,7703038050322,260000.0,1
1285,2025-08-23 20:57:50.495789 -0500 -05,2025-08-23 20:57:50.495789 -0500 -05,NULL,NISTATINAOXIDO DE ZINC CREMA TUBO X 60 GR,7703153023621,21466.67,1
1286,2025-08-23 20:57:50.503061 -0500 -05,2025-08-23 20:57:50.503061 -0500 -05,NULL,TINTE IRIS N 17 AZUL OSCURO CAJA X 9 GR,7704987009171,2941.0,4
1287,2025-08-23 20:57:50.509591 -0500 -05,2025-08-23 20:57:50.509591 -0500 -05,NULL,TINTE IRIS N 21 VERDE OSCURO CAJA X 9 GR,7704987009218,2941.0,2
1288,2025-08-23 20:57:50.517165 -0500 -05,2025-08-23 20:57:50.517165 -0500 -05,NULL,TINTE IRIS N 24 NEGRO CAJA X 9 GR,7704987009249,2941.0,6
1289,2025-08-23 20:57:50.524544 -0500 -05,2025-08-23 20:57:50.524544 -0500 -05,NULL,TOALLAS HUMEDAS PEQUENIN ALMENDRA X 24 UND,7702026147594,3272.97,6
1290,2025-08-23 20:57:50.532174 -0500 -05,2025-08-23 20:57:50.532174 -0500 -05,NULL,VALERIANA FRASCO X 30 ML,7707145300424,7500.0,1
1291,2025-08-23 20:57:50.538844 -0500 -05,2025-08-23 20:57:50.538844 -0500 -05,NULL,ALCANFOR EN CUBOS 3GR FCO X 12 UND ,989019,7658.76,2
1292,2025-08-23 20:57:50.548117 -0500 -05,2025-08-23 20:57:50.548117 -0500 -05,NULL,OFERTA ANTAX 360+ANTAX 170 PRECIO ESPECIAL - FUNAT ,502060,43602.0,1
1293,2025-08-23 20:57:50.555712 -0500 -05,2025-08-23 20:57:50.555712 -0500 -05,NULL,VITAMINA C VICAL X 144 TAB TUTTI FRUTI - ECAR ,225882,45334.9,1
1294,2025-08-23 20:57:50.563225 -0500 -05,2025-08-23 20:57:50.563225 -0500 -05,NULL,POMADA DOLORAN X 10 GMS ,960111,7135.8,2
1295,2025-08-23 20:57:50.570743 -0500 -05,2025-08-23 20:57:50.570743 -0500 -05,NULL,VAPORAL INHALADOR BLISTER X 6 UND- NTI ,770171,47810.26,2
1296,2025-08-23 20:57:50.578075 -0500 -05,2025-08-23 20:57:50.578075 -0500 -05,NULL,LUZ-ZUL GTS X 7 ML ,443020,12522.5,3
1297,2025-08-23 20:57:50.584468 -0500 -05,2025-08-23 20:57:50.584468 -0500 -05,NULL,TINIDAZOL 1 GR X 4 TAB - GENFAR ,290308,4233.33,6
1298,2025-08-23 20:57:50.591944 -0500 -05,2025-08-23 20:57:50.591944 -0500 -05,NULL,JABON BABY HUMECTANTE TRICPACK X 110G ROSADO - JOHNSON Y JOHNSON ,368206,10438.27,1
1299,2025-08-23 20:57:50.599074 -0500 -05,2025-08-23 20:57:50.599074 -0500 -05,NULL,JABON BABY ORIGINAL CREMOSOS TRIPACK X 110G - JOHNSON Y JOHNSON ,368207,10438.27,1
1300,2025-08-23 20:57:50.607403 -0500 -05,2025-08-23 20:57:50.607403 -0500 -05,NULL,JABON ADULTO ALMENDRA AVENA TRIPACK X 110G - JOHNSON Y JOHNSON ,368198,9148.15,1
1301,2025-08-23 20:57:50.615066 -0500 -05,2025-08-23 20:57:50.615066 -0500 -05,NULL,JABON BARRA ROSAS Y SANDALO TRIPACK X110G JOHNSON - JOHNSON Y JOHNSON ,368226,9148.15,1
1302,2025-08-23 20:57:50.622524 -0500 -05,2025-08-23 20:57:50.622524 -0500 -05,NULL,JABON J&J ORIGINAL ADULTO TRIPACK X 110G - JOHNSON Y JOHNSON ,368199,9148.15,1
1303,2025-08-23 20:57:50.629859 -0500 -05,2025-08-23 20:57:50.629859 -0500 -05,NULL,ACIDO ACETILSALIC ASA 100 MG X 100 TAB MK -TECNOQUIMICAS ETICOS MK ,152299,22383.9,1
1304,2025-08-23 20:57:50.638166 -0500 -05,2025-08-23 20:57:50.638166 -0500 -05,NULL,EPIBALIN 75 MG (Pregabalina) 30\nCAP **REGULADO** CD (46.282) - MSN ,999028,18337.44,2
1305,2025-08-23 20:57:50.646851 -0500 -05,2025-08-23 20:57:50.646851 -0500 -05,NULL,PREGABALINA 75 MG X 14 CAP **Regulado CD** (20.448) - TECNOQUIMICAS ETICOS MK ,152090,15680.64,2
1306,2025-08-23 20:57:50.655013 -0500 -05,2025-08-23 20:57:50.655013 -0500 -05,NULL,NORAVER GRIPA NOCHE X 6 SOB PANELA/LIMON - TECNOQUIMICAS ,158030,16169.94,1
1307,2025-08-23 20:57:50.663636 -0500 -05,2025-08-23 20:57:50.663636 -0500 -05,NULL,BLANKISIMA CREM X 32 G - TECNOQUIMICAS ,156010,18025.8,2
1308,2025-08-23 20:57:50.672817 -0500 -05,2025-08-23 20:57:50.672817 -0500 -05,NULL,MENTICOL AMARILLO X 60 ML - BELLEZA EXPRESS ,707803,4464.1,2
1309,2025-08-23 20:57:50.681836 -0500 -05,2025-08-23 20:57:50.681836 -0500 -05,NULL,MENTICOL AMARILLO X 130 ML - BELLEZA EXPRESS ,707804,8400.0,2
1310,2025-08-23 20:57:50.690137 -0500 -05,2025-08-23 20:57:50.690137 -0500 -05,NULL,ALCOHOL X 120 ML. - JGB ,365292,3080.19,6
1311,2025-08-23 20:57:50.700015 -0500 -05,2025-08-23 20:57:50.700015 -0500 -05,NULL,ACEITE DE ALMENDRAS X 500 ML YOMA* ,581004,13553.09,1
1312,2025-08-23 20:57:50.711773 -0500 -05,2025-08-23 20:57:50.711773 -0500 -05,NULL,OXIGRIP NF *100 CAP EUROPHARMA,3834,42075.0,1
1313,2025-08-23 20:57:50.719604 -0500 -05,2025-08-23 20:57:50.719604 -0500 -05,NULL,VITAMINA D3 2 000U.I 10 BLISTER* 100  CAPS BLAND COLMED,2053,44887.8,1
1314,2025-08-23 20:57:50.728698 -0500 -05,2025-08-23 20:57:50.728698 -0500 -05,NULL,PIROXICAM 20MG C*10 CAP COASPHARMA,C3093,2711.45,6
1315,2025-08-23 20:57:50.737238 -0500 -05,2025-08-23 20:57:50.737238 -0500 -05,NULL,PAÑAL TENA SLIP CLASICO TALLA M UNISEX - PAQUETE X 21 Invima:NSOA04565-15CO CUM:20099791 ATC:N/A,C226110075,43202.0,1
1316,2025-08-23 20:57:50.745051 -0500 -05,2025-08-23 20:57:50.745051 -0500 -05,NULL,Jabon De Azufre Barra Piel De Armi&#209;o X 100 G Domeco,660028,5336.14,2
1317,2025-08-23 20:57:50.755717 -0500 -05,2025-08-23 20:57:50.755717 -0500 -05,NULL,Triclimbac Lidoca/ciproflo/betamet Got Oticas X 10 Ml Labquifar,413908,8235.27,4
1318,2025-08-23 20:57:50.763498 -0500 -05,2025-08-23 20:57:50.763498 -0500 -05,NULL,Cortisolona Hidrocortisona 0.5% Locion X 30 Ml  Labquifar,413601,7235.29,2
1319,2025-08-23 20:57:50.771462 -0500 -05,2025-08-23 20:57:50.771462 -0500 -05,NULL,Yodora Crema Top X 12 Gr TQ,080044,2688.24,6
1320,2025-08-23 20:57:50.779493 -0500 -05,2025-08-23 20:57:50.779493 -0500 -05,NULL,Metronidazol 250 Mg Susp X 120 Ml Coaspharma,031456,6573.37,3
1321,2025-08-23 20:57:50.787753 -0500 -05,2025-08-23 20:57:50.787753 -0500 -05,NULL,Agua Oxigenada 10 Vol Loc X 120 Ml Coaspharma,500146,2773.43,6
1322,2025-08-23 20:57:50.795741 -0500 -05,2025-08-23 20:57:50.795741 -0500 -05,NULL,Tinidazol 500 Mg X 8 Tab Z,102624,4920.9,3
1323,2025-08-23 20:57:50.804753 -0500 -05,2025-08-23 20:57:50.804753 -0500 -05,NULL,Prednisolona 5 Mg X 300 Tab Coaspharma,035355,20997.55,2
1324,2025-08-23 20:57:50.813808 -0500 -05,2025-08-23 20:57:50.813808 -0500 -05,NULL,Klear Tos Bromhexina 8 Mg X 20 Cap Blanda Menta Eurofarma,021009,19957.63,1
1325,2025-08-23 20:57:50.822314 -0500 -05,2025-08-23 20:57:50.822314 -0500 -05,NULL,Noraver Gripa y Tos Fast Total X 6 Cap Liquidas Mk,161286,13546.27,2
1326,2025-08-23 20:57:50.831511 -0500 -05,2025-08-23 20:57:50.831511 -0500 -05,NULL,Loratadina 0.1 Gr Jbe X 100 Ml Laproff,061045,3977.27,6
1327,2025-08-23 20:57:50.842762 -0500 -05,2025-08-23 20:57:50.842762 -0500 -05,NULL,Dkg Neomic/Clotrima/Betame Crema X 20 Gr GC Farma,610338,6693.11,6
1328,2025-08-23 20:57:50.851624 -0500 -05,2025-08-23 20:57:50.851624 -0500 -05,NULL,Plasil Metoclopramida 10 Mg X 30 Tab Bussie,477058,58407.87,1
1329,2025-08-23 20:57:50.858772 -0500 -05,2025-08-23 20:57:50.858772 -0500 -05,NULL,Sal De Frutas Lua 26 Sob X 5 Gr Polvo Eferv Original TQ,801731,64690.02,1
1330,2025-08-23 20:57:50.869768 -0500 -05,2025-08-23 20:57:50.869768 -0500 -05,NULL,Amoxicilina 500 Mg X 50 Cap Duras Colmed,039745,13925.84,2
1331,2025-08-23 20:57:50.87732 -0500 -05,2025-08-23 20:57:50.87732 -0500 -05,NULL,Amoxicilina 500 Mg X 50 Cap L,070237*PB,15284.0,3
1332,2025-08-23 20:57:50.886527 -0500 -05,2025-08-23 20:57:50.886527 -0500 -05,NULL,Amoxicilina 500 Mg X 50 Cap L,070237,23591.05,3
1333,2025-08-23 20:57:50.894938 -0500 -05,2025-08-23 20:57:50.894938 -0500 -05,NULL,Trimetoprim Sulfa F 160/800 X 100 Tab Mk,712082,40827.95,1
1334,2025-08-23 20:57:50.903729 -0500 -05,2025-08-23 20:57:50.903729 -0500 -05,NULL,Desloratadina 50 Mg Jbe X 60 Ml Laproff,067054,4886.36,1
1335,2025-08-23 20:57:50.911689 -0500 -05,2025-08-23 20:57:50.911689 -0500 -05,NULL,Silimarina 150 Mg X 20 Cap Z,102808,19813.5,2
1336,2025-08-23 20:57:50.921647 -0500 -05,2025-08-23 20:57:50.921647 -0500 -05,NULL,Clorfeniramina 2 Mg/5Ml Jbe X 120 Ml Labinco,970695,3550.59,10
1337,2025-08-23 20:57:50.930326 -0500 -05,2025-08-23 20:57:50.930326 -0500 -05,NULL,Fosfogen Suplemento  Multivitaminico C/Calcio  X 20 Tbs Vitafar,100048,10590.36,2
1338,2025-08-23 20:57:50.938707 -0500 -05,2025-08-23 20:57:50.938707 -0500 -05,NULL,Matacallos Vencedor Ungto X 4 Gr Anglopharma,560037,4669.08,3
1339,2025-08-23 20:57:50.947063 -0500 -05,2025-08-23 20:57:50.947063 -0500 -05,NULL,Mucotrop Bromhexina 8 Mg/5 Ml Jbe Ad X 120 Ml Anglopharma,511107,6082.31,2
1340,2025-08-23 20:57:50.95534 -0500 -05,2025-08-23 20:57:50.95534 -0500 -05,NULL,Hidroclorotiazida 25 Mg X 30 Tab Z,101429,3976.27,3
1341,2025-08-23 20:57:50.963884 -0500 -05,2025-08-23 20:57:50.963884 -0500 -05,NULL,Trazodona Clorhidrato 50 Mg X 50 Tab Recipe,070099,10009.41,2
1342,2025-08-23 20:57:50.972301 -0500 -05,2025-08-23 20:57:50.972301 -0500 -05,NULL,Noraver Garganta Cereza X 96 Tab TQ,168070,151631.28,1
1343,2025-08-23 20:57:50.979605 -0500 -05,2025-08-23 20:57:50.979605 -0500 -05,NULL,Verapamilo 120 Mg X 30 Tab Rec Mk,076153,9246.27,3
1344,2025-08-23 20:57:50.987638 -0500 -05,2025-08-23 20:57:50.987638 -0500 -05,NULL,Hidroxicina 25 Mg X 20 Tab Z,102303,3983.32,6
1345,2025-08-23 20:57:50.994751 -0500 -05,2025-08-23 20:57:50.994751 -0500 -05,NULL,Crema N&#176; 4  Original Pote X 20 Gr TQ,088835,8326.24,3
1346,2025-08-23 20:57:51.002196 -0500 -05,2025-08-23 20:57:51.002196 -0500 -05,NULL,Oximetazolina HCI 0.05% Sol Nasal X 15 Ml Mk,061265,12088.32,3
1347,2025-08-23 20:57:51.01028 -0500 -05,2025-08-23 20:57:51.01028 -0500 -05,NULL,Eritromicina 500 Mg X 50 Tab Z,100965,62419.18,1
1348,2025-08-23 20:57:51.017814 -0500 -05,2025-08-23 20:57:51.017814 -0500 -05,NULL,Hemocyton C/Hierro Y Vita Del Compl B X 340 Ml TQ,067212,27275.51,1
1349,2025-08-23 20:57:51.024357 -0500 -05,2025-08-23 20:57:51.024357 -0500 -05,NULL,Alcohol Antiseptico X 120 Ml Jgb,026577,2810.0,10
1350,2025-08-23 20:57:51.033122 -0500 -05,2025-08-23 20:57:51.033122 -0500 -05,NULL,Alcohol Antiseptico X 120 Ml Jgb,026577*PB,2650.0,3
1351,2025-08-23 20:57:51.040094 -0500 -05,2025-08-23 20:57:51.040094 -0500 -05,NULL,Desonida 0.05 % Cr X 15 Gr Siegfried,050232*PB,12242.0,1
1352,2025-08-23 20:57:51.047983 -0500 -05,2025-08-23 20:57:51.047983 -0500 -05,NULL,Desonida 0.05 % Cr X 15 Gr Siegfried,050232,14476.84,2
1353,2025-08-23 20:57:51.054766 -0500 -05,2025-08-23 20:57:51.054766 -0500 -05,NULL,Desonida 0.1% Cr Topica X 15 G Siegfried,050249,14457.63,2
1354,2025-08-23 20:57:51.062291 -0500 -05,2025-08-23 20:57:51.062291 -0500 -05,NULL,Desonida 0.1% Cr Topica X 15g Siegfried,050249*PB,12253.0,1
1355,2025-08-23 20:57:51.070363 -0500 -05,2025-08-23 20:57:51.070363 -0500 -05,NULL,Roxicaina Lidocaina Pomada 5% Tubo X 10 Gr Ropsohn,000430,20468.57,1
1356,2025-08-23 20:57:51.07887 -0500 -05,2025-08-23 20:57:51.07887 -0500 -05,NULL,Acetaminofen + Codeina  325/30 Mg X 30 Comp Z,884420*PB,23182.0,1
1357,2025-08-23 20:57:51.085885 -0500 -05,2025-08-23 20:57:51.085885 -0500 -05,NULL,Acetaminofen/Codeina  325/30 Mg X 30 Comp Z,884420,30664.41,1
1358,2025-08-23 20:57:51.093555 -0500 -05,2025-08-23 20:57:51.093555 -0500 -05,NULL,Inhalocamara Flexible Pediatrica Bioxigeno Cepilab,260329,5542.17,3
1359,2025-08-23 20:57:51.101444 -0500 -05,2025-08-23 20:57:51.101444 -0500 -05,NULL,Oftihers Dexam/Neomic/Polimicina Sol Oft X 5 Ml Herson,546394,8200.0,2
1360,2025-08-23 20:57:51.108994 -0500 -05,2025-08-23 20:57:51.108994 -0500 -05,NULL,Noxpirin Plus Aceta+Ceti+Fenil+Cafe X 120 Cap Siegfried,055626,96988.7,1
1361,2025-08-23 20:57:51.116314 -0500 -05,2025-08-23 20:57:51.116314 -0500 -05,NULL,Collegen Colageno Hidrolizado De Origen Bovino + Cloruro Magnesio 30 Sob X 10 G Vainilla Herson,745969,35955.06,1
1362,2025-08-23 20:57:51.12367 -0500 -05,2025-08-23 20:57:51.12367 -0500 -05,NULL,Betametasona 0.05 Crema Top x 20 Gr Mp,020321,7347.46,6
1363,2025-08-23 20:57:51.131112 -0500 -05,2025-08-23 20:57:51.131112 -0500 -05,NULL,Algodon Motas Blancas X 25 G (50 Unid Higietex,110255,1951.81,3
1364,2025-08-23 20:57:51.139715 -0500 -05,2025-08-23 20:57:51.139715 -0500 -05,NULL,Hidroxido Alum/Magnes/Simetic X 360 Ml Menta Coaspharma,035485,7688.19,4
1365,2025-08-23 20:57:51.147092 -0500 -05,2025-08-23 20:57:51.147092 -0500 -05,NULL,Tukol-D Guaifenesina/Bromhexina Ad y Ped Jbe X 125 Ml Genomma,029141,29370.38,2
1366,2025-08-23 20:57:51.156061 -0500 -05,2025-08-23 20:57:51.156061 -0500 -05,NULL,Vick Vaporub Pote X 50g Procter &amp; Gamble,707013,14135.69,3
1367,2025-08-23 20:57:51.164453 -0500 -05,2025-08-23 20:57:51.164453 -0500 -05,NULL,Loratadina 10 Mg X 400 Tab Laproff,050339,36362.92,1
1368,2025-08-23 20:57:51.172995 -0500 -05,2025-08-23 20:57:51.172995 -0500 -05,NULL,Nodol Forte Acetamin/Codeina 325/30 Mg X 30 Tab Saluspharma,050954,21201.51,1
1369,2025-08-23 20:57:51.180164 -0500 -05,2025-08-23 20:57:51.180164 -0500 -05,NULL,Venda Elast Color Piel 2  X 5 Yar Medical Supplies,805021,1200.66,4
1370,2025-08-23 20:57:51.189259 -0500 -05,2025-08-23 20:57:51.189259 -0500 -05,NULL,Seda Dental Plana C/Menta Yoky Dent Linea Premium X 30 Mts Giga,098723,1689.55,4
1371,2025-08-23 20:57:51.196258 -0500 -05,2025-08-23 20:57:51.196258 -0500 -05,NULL,Complejo B X 300 Tab Laproff,050193,26590.91,1
1372,2025-08-23 20:57:51.204774 -0500 -05,2025-08-23 20:57:51.204774 -0500 -05,NULL,Alcohol Antiseptico X 350 Ml Jgb,009532,4559.33,4
1373,2025-08-23 20:57:51.212095 -0500 -05,2025-08-23 20:57:51.212095 -0500 -05,NULL,Lagrikov Carboximetilcelulosa  0.5% Sln Oft X 15 Ml Blaskov,001347,9332.68,4
1374,2025-08-23 20:57:51.219739 -0500 -05,2025-08-23 20:57:51.219739 -0500 -05,NULL,Hidraplus 75 Zinc Manzana X 400 Ml TQ,015428,8315.29,1
1375,2025-08-23 20:57:51.226132 -0500 -05,2025-08-23 20:57:51.226132 -0500 -05,NULL,Farmalax Bisacodilo 5 Mg X 100 Grag R,590096,17650.6,2
1376,2025-08-23 20:57:51.233668 -0500 -05,2025-08-23 20:57:51.233668 -0500 -05,NULL,Acido Fusidico Crema 2% X 15 G Laproff,859246,5542.17,3
1377,2025-08-23 20:57:51.240482 -0500 -05,2025-08-23 20:57:51.240482 -0500 -05,NULL,Aciclovir 800 Mg X 50 Tab Laproff,067511,32954.05,2
1378,2025-08-23 20:57:51.247733 -0500 -05,2025-08-23 20:57:51.247733 -0500 -05,NULL,Dulcolax Bisacodilo 5 Mg  X 20 Grageas OPELLA,221152,24282.94,1
1379,2025-08-23 20:57:51.25478 -0500 -05,2025-08-23 20:57:51.25478 -0500 -05,NULL,CREMOQUINONA 4 CREMA X 30 GR,125065,30350.0,2
1380,2025-08-23 20:57:51.262044 -0500 -05,2025-08-23 20:57:51.262044 -0500 -05,NULL,Aciclovir 5% Unguento Top X 15 Gr Memphis,070882,6989.35,8
1381,2025-08-23 20:57:51.268967 -0500 -05,2025-08-23 20:57:51.268967 -0500 -05,NULL,Sulfato Ferroso 300 Mg X 300 Tab Laproff,050544,23522.73,1
1382,2025-08-23 20:57:51.277225 -0500 -05,2025-08-23 20:57:51.277225 -0500 -05,NULL,Cetirizina 10 Mg X 400 Tab Laproff,050155,35000.0,1
1383,2025-08-23 20:57:51.284758 -0500 -05,2025-08-23 20:57:51.284758 -0500 -05,NULL,Hioscina N-Bb 10 Mg X 20 Tab Memphis,159808,5245.03,4
1384,2025-08-23 20:57:51.292292 -0500 -05,2025-08-23 20:57:51.292292 -0500 -05,NULL,Verapamilo 120 Mg X 50 Tab Rec L REGULADO,120130,11764.71,1
1385,2025-08-23 20:57:51.300334 -0500 -05,2025-08-23 20:57:51.300334 -0500 -05,NULL,Levotiroxina 50 Mcg X 150 Tab Colmed,040611,28514.84,1
1386,2025-08-23 20:57:51.307867 -0500 -05,2025-08-23 20:57:51.307867 -0500 -05,NULL,Hidraplus 75 Zinc Coco X 400 Ml TQ,012298,8564.53,2
1387,2025-08-23 20:57:51.31533 -0500 -05,2025-08-23 20:57:51.31533 -0500 -05,NULL,Lansoprazol 30 Mg X 14 Cap Retard Z,102006,11336.3,2
1388,2025-08-23 20:57:51.323 -0500 -05,2025-08-23 20:57:51.323 -0500 -05,NULL,Guayacolato Glicerilo 2% Jbe X 120 Ml Memphis,159150,3724.49,8
1389,2025-08-23 20:57:51.329316 -0500 -05,2025-08-23 20:57:51.329316 -0500 -05,NULL,Praten Prazosina 1 Mg X 30 Tab Labinco,972002,5111.76,2
1390,2025-08-23 20:57:51.336868 -0500 -05,2025-08-23 20:57:51.336868 -0500 -05,NULL,Trimicort Clobetasol Cr Top X 40 G Profma,383669,10823.79,2
1391,2025-08-23 20:57:51.343391 -0500 -05,2025-08-23 20:57:51.343391 -0500 -05,NULL,Piroxicam 20 Mg X 10 Caps Mk,075040,4048.51,4
1392,2025-08-23 20:57:51.35058 -0500 -05,2025-08-23 20:57:51.35058 -0500 -05,NULL,Duraflex Muscular Advance X 18 Caps Liq Mk,091439,46601.5,1
1393,2025-08-23 20:57:51.357728 -0500 -05,2025-08-23 20:57:51.357728 -0500 -05,NULL,Venda Elast Blanca 5  X 5 Yar Medical Supplies,000315,2420.8,4
1394,2025-08-23 20:57:51.366312 -0500 -05,2025-08-23 20:57:51.366312 -0500 -05,NULL,Venda Elastica 6 X 5 Yds Medispo / Supreme X 1 Und Protex,363639,2987.95,5
1395,2025-08-23 20:57:51.375291 -0500 -05,2025-08-23 20:57:51.375291 -0500 -05,NULL,"Microgynon Suave Levonorgestel/Etinilestradiol 0,10/ 0,2 Mg  X 21 Comp REGULADO",105118,5840.69,6
1396,2025-08-23 20:57:51.383653 -0500 -05,2025-08-23 20:57:51.383653 -0500 -05,NULL,Azitromicina 200 Mg/5Ml Susp X 15 Ml C/Jeringa Z,100538,14791.25,2
1397,2025-08-23 20:57:51.392598 -0500 -05,2025-08-23 20:57:51.392598 -0500 -05,NULL,Diclofenaco 100 Mg X 20 Caps Lib Prolo Mk,072230,14774.64,1
1398,2025-08-23 20:57:51.399807 -0500 -05,2025-08-23 20:57:51.399807 -0500 -05,NULL,Prednisolona 5 Mg X 30 Tab Mk,075163,14901.58,1
1399,2025-08-23 20:57:51.407685 -0500 -05,2025-08-23 20:57:51.407685 -0500 -05,NULL,Atorvastatina 40 Mg X 10 Tab Rec R,011560,6406.08,4
1400,2025-08-23 20:57:51.41544 -0500 -05,2025-08-23 20:57:51.41544 -0500 -05,NULL,UROVITAL INFECCIONES URINARIAS FCO *60 CAP NATURAL FRESHLY,8403,35588.89,1
1401,2025-08-23 20:57:51.423784 -0500 -05,2025-08-23 20:57:51.423784 -0500 -05,NULL,DOLPACK SLN  BUCAL TOPICA 1 FCO 8ML + 3 ROLL NUTRI,6380,5471.78,2
1402,2025-08-23 20:57:51.430996 -0500 -05,2025-08-23 20:57:51.430996 -0500 -05,NULL,DOLOFF 7.5325 MG X 10 TABLETAS,7704039117953,56780.51,3
1403,2025-08-23 20:57:51.439233 -0500 -05,2025-08-23 20:57:51.439233 -0500 -05,NULL,Gastrum Famotidina 10 Mg X 48 Tab Lafrancol,003190,57235.04,1
1404,2025-08-23 20:57:51.446261 -0500 -05,2025-08-23 20:57:51.446261 -0500 -05,NULL,Goly Aposito Ocular X 20 Und Adulto Maryddan,100089,7228.92,2
1405,2025-08-23 20:57:51.454383 -0500 -05,2025-08-23 20:57:51.454383 -0500 -05,NULL,"Furm Mometasona Furoato 0,1 % Crema Topica X 15 Gr Profma",777130,14287.01,1
1406,2025-08-23 20:57:51.46204 -0500 -05,2025-08-23 20:57:51.46204 -0500 -05,NULL,Vaselina X 250 Gr Promarquim,307314,4843.68,4
1407,2025-08-23 20:57:51.46965 -0500 -05,2025-08-23 20:57:51.46965 -0500 -05,NULL,Metoprolol Tartrato 50 Mg X 30 Tab Laproff,065272,5444.94,12
1408,2025-08-23 20:57:51.476646 -0500 -05,2025-08-23 20:57:51.476646 -0500 -05,NULL,BECLOMETASONA BECLORT 250MCG AEROSOL BUCAL FCO* 200 DOSIS CIPLA,7517,7750.0,3
1409,2025-08-23 20:57:51.484549 -0500 -05,2025-08-23 20:57:51.484549 -0500 -05,NULL,ATORVASTATINA 20MG *100 TAB ECAR PRECIO ESPECIAL,PT01126APE,17046.0,2
