id,created_at,updated_at,deleted_at,factura_id,producto_id,cantidad,precio_unitario,precio_total,uuid,factura_uuid
300,2025-09-30 19:12:54.379838+00,2025-09-30 19:12:54.379838+00,,197,669,4,1400,5600,e569455f-3cf2-4621-843c-b90c8ac52d50,2a3360a8-eb66-4448-be41-1b7c637525a8
301,2025-09-30 19:21:34.878804+00,2025-09-30 19:21:34.878804+00,,198,628,2,1800,3600,a0f48fb0-3c74-4010-a780-6e751e511273,4bcf4888-0c68-4146-b2f4-3314ae23af0d
302,2025-09-30 19:21:34.878804+00,2025-09-30 19:21:34.878804+00,,198,278,2,3400,6800,020b31d7-3663-4f20-8c1e-2bef52eacc74,4bcf4888-0c68-4146-b2f4-3314ae23af0d
303,2025-09-30 19:21:34.878804+00,2025-09-30 19:21:34.878804+00,,198,592,1,4500,4500,86c3e040-2192-4eb8-be10-cd3ff894ef80,4bcf4888-0c68-4146-b2f4-3314ae23af0d
304,2025-09-30 19:21:34.878804+00,2025-09-30 19:21:34.878804+00,,198,590,1,3600,3600,40d8810c-d3c5-414a-a56a-fa41e4bb693b,4bcf4888-0c68-4146-b2f4-3314ae23af0d
305,2025-09-30 19:21:34.878804+00,2025-09-30 19:21:34.878804+00,,198,12,2,1000,2000,b5cb8e0a-a613-46e5-b6da-31b1d4ebca5a,4bcf4888-0c68-4146-b2f4-3314ae23af0d
306,2025-09-30 19:22:13.682024+00,2025-09-30 19:22:13.682024+00,,199,886,1,1500,1500,ad16e10b-287f-4730-9c4d-264cc1a1180f,29474361-4e75-4509-b404-badc75cea4f5
307,2025-09-30 19:37:59.727738+00,2025-09-30 19:37:59.727738+00,,200,848,2,1600,3200,1a6095c0-2d8a-41be-8d47-daf8b203501f,56bbec87-4ead-4e75-af0c-6fd83657518f
308,2025-09-30 20:29:28.071918+00,2025-09-30 20:29:28.071918+00,,201,358,3,1900,5700,cf042cb9-a718-49dc-9d9b-a1b5953919c6,73379706-5210-49e8-9796-406d3b9782e4
309,2025-09-30 20:29:28.071918+00,2025-09-30 20:29:28.071918+00,,201,247,3,1400,4200,39ec5db0-bd7f-4560-b38f-53ccae7af9c1,73379706-5210-49e8-9796-406d3b9782e4
310,2025-09-30 20:29:28.071918+00,2025-09-30 20:29:28.071918+00,,201,482,2,600,1200,b915755f-ed65-46bb-8153-0f6d60f65ab7,73379706-5210-49e8-9796-406d3b9782e4
311,2025-09-30 20:37:07.56709+00,2025-09-30 20:37:07.56709+00,,202,862,1,14900,14900,5c6c350b-8172-4003-a8ff-9aa155864bd5,948b16cf-49e3-448f-af3f-468f39cd0a69
312,2025-09-30 20:37:07.56709+00,2025-09-30 20:37:07.56709+00,,202,448,1,10500,10500,14aa51f9-13fe-42f6-94b5-9c3cc9c85392,948b16cf-49e3-448f-af3f-468f39cd0a69
313,2025-09-30 20:37:07.56709+00,2025-09-30 20:37:07.56709+00,,202,206,4,1600,6400,069e3806-2e6e-4fd6-82db-a0c99005f410,948b16cf-49e3-448f-af3f-468f39cd0a69
314,2025-09-30 20:37:07.56709+00,2025-09-30 20:37:07.56709+00,,202,431,4,2700,10800,d9a00d21-95ca-4904-bf49-f6c3ae9b0e88,948b16cf-49e3-448f-af3f-468f39cd0a69
315,2025-09-30 21:28:55.615507+00,2025-09-30 21:28:55.615507+00,,203,41,1,9800,9800,67078222-3bd7-47a5-b8e1-ce98ea642e77,62b15362-3ab0-4a2b-8de5-3fe517816c84
316,2025-09-30 21:28:55.615507+00,2025-09-30 21:28:55.615507+00,,203,579,1,20800,20800,81f86046-2998-4c41-97b4-ee19850494d6,62b15362-3ab0-4a2b-8de5-3fe517816c84
317,2025-09-30 21:28:55.615507+00,2025-09-30 21:28:55.615507+00,,203,542,3,4200,12600,4455eb1c-0b95-40b8-988f-b345e158965c,62b15362-3ab0-4a2b-8de5-3fe517816c84
318,2025-09-30 21:28:55.615507+00,2025-09-30 21:28:55.615507+00,,203,761,2,3200,6400,3cdbed86-9c1a-4a4b-9cc8-8215a92bee97,62b15362-3ab0-4a2b-8de5-3fe517816c84
319,2025-09-30 21:28:55.615507+00,2025-09-30 21:28:55.615507+00,,203,26,1,7800,7800,ef02539e-7a39-4157-82c7-64505acc4b9a,62b15362-3ab0-4a2b-8de5-3fe517816c84
320,2025-09-30 21:28:55.615507+00,2025-09-30 21:28:55.615507+00,,203,602,1,4600,4600,48057562-0121-4627-8cc2-0ceafe5e10a0,62b15362-3ab0-4a2b-8de5-3fe517816c84
321,2025-09-30 21:28:55.615507+00,2025-09-30 21:28:55.615507+00,,203,743,1,8500,8500,f71d8716-71d4-4a90-9c92-1e1111cff2dd,62b15362-3ab0-4a2b-8de5-3fe517816c84
322,2025-09-30 21:28:55.615507+00,2025-09-30 21:28:55.615507+00,,203,11,10,1000,10000,c454a054-56c2-46b4-9df1-8bb6c94a2b55,62b15362-3ab0-4a2b-8de5-3fe517816c84
323,2025-09-30 21:28:55.615507+00,2025-09-30 21:28:55.615507+00,,203,195,3,700,2100,971f8c65-7f30-49b7-8ebe-b1a33526ef75,62b15362-3ab0-4a2b-8de5-3fe517816c84
324,2025-09-30 21:28:55.615507+00,2025-09-30 21:28:55.615507+00,,203,632,4,2200,8800,a2b6cd7a-7eee-4fae-a5f9-0d5c09b82ec7,62b15362-3ab0-4a2b-8de5-3fe517816c84
325,2025-09-30 21:28:55.615507+00,2025-09-30 21:28:55.615507+00,,203,457,4,600,2400,9b1a698c-420f-4c0c-8a50-e579dffc45c1,62b15362-3ab0-4a2b-8de5-3fe517816c84
326,2025-09-30 21:28:55.615507+00,2025-09-30 21:28:55.615507+00,,203,848,6,1600,9600,c967cad1-33cb-4f3a-86bc-c42d7559cc72,62b15362-3ab0-4a2b-8de5-3fe517816c84
327,2025-09-30 21:28:55.615507+00,2025-09-30 21:28:55.615507+00,,203,231,1,1900,1900,1bc28d9c-de9c-4dbb-ad50-91212e664d5f,62b15362-3ab0-4a2b-8de5-3fe517816c84
328,2025-09-30 21:28:55.615507+00,2025-09-30 21:28:55.615507+00,,203,835,6,2000,12000,1660de42-0408-4c9f-8278-28639a0aa3ca,62b15362-3ab0-4a2b-8de5-3fe517816c84
329,2025-09-30 21:28:55.615507+00,2025-09-30 21:28:55.615507+00,,203,812,1,5700,5700,b3792e8e-3d14-480d-b9b7-f43bfcd1fb67,62b15362-3ab0-4a2b-8de5-3fe517816c84
330,2025-09-30 21:28:55.615507+00,2025-09-30 21:28:55.615507+00,,203,341,6,1000,6000,ac01cc4e-4b50-4460-a083-189acca1cd31,62b15362-3ab0-4a2b-8de5-3fe517816c84
331,2025-09-30 21:28:55.615507+00,2025-09-30 21:28:55.615507+00,,203,436,8,500,4000,ea160030-6a7f-493f-a602-7bf0f123152c,62b15362-3ab0-4a2b-8de5-3fe517816c84
332,2025-09-30 21:28:55.615507+00,2025-09-30 21:28:55.615507+00,,203,634,2,2700,5400,aba8c44d-7ef8-4746-b5e2-d55ef8090111,62b15362-3ab0-4a2b-8de5-3fe517816c84
333,2025-09-30 21:28:55.615507+00,2025-09-30 21:28:55.615507+00,,203,642,2,1600,3200,83bfd661-0e26-44f4-ab3d-863f7b1266ef,62b15362-3ab0-4a2b-8de5-3fe517816c84
334,2025-09-30 21:28:55.615507+00,2025-09-30 21:28:55.615507+00,,203,640,2,1200,2400,9dae0c78-f9ca-4d7c-bef9-8f847580c83a,62b15362-3ab0-4a2b-8de5-3fe517816c84
335,2025-09-30 21:28:55.615507+00,2025-09-30 21:28:55.615507+00,,203,669,4,1400,5600,b54fa9b7-5449-45dc-b160-449e4270d8a5,62b15362-3ab0-4a2b-8de5-3fe517816c84
336,2025-09-30 21:28:55.615507+00,2025-09-30 21:28:55.615507+00,,203,652,5,2200,11000,588c40c0-738b-44ca-9e70-2fe4431b99de,62b15362-3ab0-4a2b-8de5-3fe517816c84
337,2025-09-30 21:57:13.947363+00,2025-09-30 21:57:13.947363+00,,204,667,4,1400,5600,122f5148-34e1-4b86-bd10-fc880ec14bee,41f47085-31c3-4249-8f32-05e38161cae7
338,2025-09-30 21:57:13.947363+00,2025-09-30 21:57:13.947363+00,,204,658,2,1100,2200,b819cbdf-32f2-4abe-b5be-df2f745a7bb1,41f47085-31c3-4249-8f32-05e38161cae7
339,2025-10-01 12:48:58.079981+00,2025-10-01 12:48:58.079981+00,,205,43,2,1300,2600,91d950a4-5039-4853-a3b8-77151d9b651d,9205aa06-73d8-4735-b2b8-7152d15b74a7
340,2025-10-01 12:48:58.079981+00,2025-10-01 12:48:58.079981+00,,205,331,6,400,2400,e67d2b35-9096-4f6f-a979-b340b80a113a,9205aa06-73d8-4735-b2b8-7152d15b74a7
341,2025-10-01 12:50:03.733027+00,2025-10-01 12:50:03.733027+00,,206,667,4,1400,5600,cba51c7d-cf31-477d-b2d5-3f40311cb575,9336a5f8-2433-4748-89c1-79f90aea38f0
342,2025-10-01 12:50:03.733027+00,2025-10-01 12:50:03.733027+00,,206,389,4,2300,9200,e1cac7c9-8a42-4072-9b05-80d84b567050,9336a5f8-2433-4748-89c1-79f90aea38f0
343,2025-10-01 12:50:03.733027+00,2025-10-01 12:50:03.733027+00,,206,11,1,1000,1000,0d24b8a5-e461-4e40-883d-39ca6c670e66,9336a5f8-2433-4748-89c1-79f90aea38f0
344,2025-10-01 12:59:42.332516+00,2025-10-01 12:59:42.332516+00,,207,670,10,480,4800,8805cacd-44ad-4c36-a123-705a6764f579,4d99adde-f2ac-4e50-a7a0-056b2fe89738
345,2025-10-01 13:08:30.87878+00,2025-10-01 13:08:30.87878+00,,208,891,2,1500,3000,3ce2469f-0669-4642-8d6e-7ada66942a74,c8a71c0b-b7cc-41b9-bd47-0a1cca39891a
346,2025-10-01 13:09:26.57406+00,2025-10-01 13:09:26.57406+00,,209,34,1,2600,2600,63e49afc-f2ab-4067-9641-56a32b7ac2ab,35db908c-215c-496a-9422-7618d4e7cf67
348,2025-10-01 13:18:47.254135+00,2025-10-01 13:18:47.254135+00,,211,61,14,585.7,8199.800000000001,125c90d3-e864-4eb8-bbf3-a498f643e84f,6b02afa7-2302-412a-b39d-59e29dc8a351
349,2025-10-01 13:19:17.174114+00,2025-10-01 13:19:17.174114+00,,212,696,3,3400,10200,1a98d88f-04cc-4663-8b61-f7c560fc9fef,9ef01dc5-8182-422c-83b5-2039cc555f9b
350,2025-10-01 13:22:09.493347+00,2025-10-01 13:22:09.493347+00,,213,431,2,2700,5400,7621ec49-3825-438d-ba28-b6d11cffe5f4,40b3ee64-3ad1-477e-82bf-4bfab2ed335c
351,2025-10-01 13:22:09.493347+00,2025-10-01 13:22:09.493347+00,,213,670,2,500,1000,d1acfe72-808a-4e26-b2c8-cd8f887070e7,40b3ee64-3ad1-477e-82bf-4bfab2ed335c
352,2025-10-01 13:28:40.005332+00,2025-10-01 13:28:40.005332+00,,214,866,10,430,4300,9f056a70-d6f5-46b2-bec9-3a913c572be5,1b0d10ae-7523-413d-bbcb-c6205cbb6ca7
353,2025-10-01 13:28:40.005332+00,2025-10-01 13:28:40.005332+00,,214,495,1,12900,12900,0a0fdc29-a688-434a-a891-db449140ac42,1b0d10ae-7523-413d-bbcb-c6205cbb6ca7
354,2025-10-01 13:35:03.647061+00,2025-10-01 13:35:03.647061+00,,215,63,2,9000,18000,3b23f5b5-f016-4137-aea0-4db4f153bf41,35ea8c21-59e9-4177-ad3b-0cc54f44634f
355,2025-10-01 13:35:03.647061+00,2025-10-01 13:35:03.647061+00,,215,628,1,1800,1800,11606598-83ac-4c8f-8976-684cd5ca3a54,35ea8c21-59e9-4177-ad3b-0cc54f44634f
356,2025-10-01 13:35:12.59072+00,2025-10-01 13:35:12.59072+00,,216,628,1,1800,1800,68773b2b-b31e-486f-b1a8-669d08388ace,79adfe06-73aa-4d6f-b995-b55810440dbe
360,2025-10-01 13:43:37.174387+00,2025-10-01 13:43:37.174387+00,,218,639,10,280,2800,b83165e7-ef1d-4674-9569-e6902b180ea1,5ceaa7ab-d9e5-46c1-9976-6f3d0d3d8a9d
361,2025-10-01 13:43:37.174387+00,2025-10-01 13:43:37.174387+00,,218,54,10,470,4700,177ccf98-3193-4fc5-a2fe-679ab02e350d,5ceaa7ab-d9e5-46c1-9976-6f3d0d3d8a9d
362,2025-10-01 13:47:32.37523+00,2025-10-01 13:47:32.37523+00,,219,639,10,280,2800,c2a45a7f-014c-423d-9b77-7c69483b5a43,e43b13e1-cc48-471f-a048-11e4f3b87f0e
363,2025-10-01 13:47:32.37523+00,2025-10-01 13:47:32.37523+00,,219,640,1,1200,1200,9d004e84-a889-455f-9b05-c9f8dfd56ff1,e43b13e1-cc48-471f-a048-11e4f3b87f0e
364,2025-10-01 13:47:32.37523+00,2025-10-01 13:47:32.37523+00,,219,81,3,4200,12600,b2fbac7c-a087-4351-989f-1b5822be84a0,e43b13e1-cc48-471f-a048-11e4f3b87f0e
365,2025-10-01 13:47:32.37523+00,2025-10-01 13:47:32.37523+00,,219,11,1,1000,1000,6d41b3a4-9a87-46bf-886d-a95b6a422656,e43b13e1-cc48-471f-a048-11e4f3b87f0e
366,2025-10-01 13:51:01.550922+00,2025-10-01 13:51:01.550922+00,,220,443,1,10500,10500,8d5828ed-c698-426f-b2ea-8b1038b7e5fc,78a88422-ca5f-43ca-9dc6-ae955b96c12d
367,2025-10-01 13:55:08.511023+00,2025-10-01 13:55:08.511023+00,,221,436,8,500,4000,a6038735-c6e3-4d64-8bc8-58ac38011177,d1320e50-7c47-452a-93a2-3ed43f00b30d
368,2025-10-01 13:55:21.134609+00,2025-10-01 13:55:21.134609+00,,222,710,1,9800,9800,a31e8d3f-420d-4dec-bbd5-c190edada7cb,35e81a31-c9c7-41b8-8913-41b01b643ad7
369,2025-10-01 13:59:38.502163+00,2025-10-01 13:59:38.502163+00,,223,293,1,12800,12800,f169873d-f7cb-40b2-9a30-01ae80091dc0,a7090f3f-1aa8-495d-b87e-315da70e28a7
370,2025-10-01 13:59:38.502163+00,2025-10-01 13:59:38.502163+00,,223,649,10,980,9800,3f6ec905-b8e9-4115-a5b4-1be7ed23b626,a7090f3f-1aa8-495d-b87e-315da70e28a7
373,2025-10-01 14:06:52.19458+00,2025-10-01 14:06:52.19458+00,,226,886,2,1500,3000,f81b8b75-0929-4046-b938-fa6b4bbbdf60,75fa27d6-5392-4576-a468-409d2a289065
374,2025-10-01 14:08:31.463478+00,2025-10-01 14:08:31.463478+00,,227,667,2,1400,2800,50494eeb-d2d2-458f-ad6e-2c9fc524d20e,9049db24-0945-4e89-b153-b64315d63f1a
375,2025-10-01 14:08:31.463478+00,2025-10-01 14:08:31.463478+00,,227,54,2,500,1000,20682fc2-9efa-401b-8c64-5da11f437c72,9049db24-0945-4e89-b153-b64315d63f1a
376,2025-10-01 14:11:03.904158+00,2025-10-01 14:11:03.904158+00,,228,630,2,1800,3600,ab49d833-01b4-420f-9e7d-984aa5d75cc3,8cdad95a-8cf3-49db-9ab1-f75861862229
377,2025-10-01 18:31:47.697251+00,2025-10-01 18:31:47.697251+00,,229,781,1,8000,8000,ecd9191f-782f-4d83-8379-8cb5a9f9ae4e,03a4510d-a82c-4989-8327-0ba218d0b8cc
378,2025-10-01 18:31:47.697251+00,2025-10-01 18:31:47.697251+00,,229,784,2,4800,9600,be7da646-30d2-4abc-80ae-53ad3570ecaf,03a4510d-a82c-4989-8327-0ba218d0b8cc
379,2025-10-01 18:52:35.425414+00,2025-10-01 18:52:35.425414+00,,230,415,1,7500,7500,74948090-f0b1-4de3-8f3e-1d477dd7855d,43b20b3c-13ab-4000-8192-4a4df6db0334
380,2025-10-04 02:06:38.195803+00,2025-10-04 02:06:38.195803+00,,231,648,1,150,150,8fa36aca-ec36-46d6-8513-6e050f8dbcbc,aed6a3e1-eff0-4a97-9413-099de66ae416
381,2025-10-04 12:12:08.548422+00,2025-10-04 12:12:08.548422+00,,232,862,1,14900,14900,5177b190-c484-4e61-beb1-42186241e167,89905589-cf9b-4647-aac5-ed9b100e2846
382,2025-10-04 12:25:26.085662+00,2025-10-04 12:25:26.085662+00,,233,886,20,150,3000,b1e441f6-0533-497c-95d8-11d4247cc3d0,1be76157-22e6-438f-a9eb-fc9d9d0425e5
383,2025-10-04 12:34:07.193502+00,2025-10-04 12:34:07.193502+00,,234,287,1,5500,5500,87677a54-f470-4768-8e9a-24fcabe56e3e,54c35757-ff4a-48fc-8be1-868365f14bb0
384,2025-10-04 12:34:07.193502+00,2025-10-04 12:34:07.193502+00,,234,389,6,2300,13800,4272c1ba-068b-4ed0-933b-777ced4dd580,54c35757-ff4a-48fc-8be1-868365f14bb0
385,2025-10-04 12:34:07.193502+00,2025-10-04 12:34:07.193502+00,,234,632,10,2180,21800,45b266f0-8127-432a-a5ea-656bb5c02ddf,54c35757-ff4a-48fc-8be1-868365f14bb0
386,2025-10-04 12:34:07.193502+00,2025-10-04 12:34:07.193502+00,,234,278,2,3400,6800,4c64b15d-df6e-4f5c-8a9a-49ef46f8b531,54c35757-ff4a-48fc-8be1-868365f14bb0
387,2025-10-04 12:46:41.52979+00,2025-10-04 12:46:41.52979+00,,235,140,1,2900,2900,2e3e2c13-c8ae-4d01-91c1-46588a595a50,9aad8e73-135d-46a6-9db6-b6b3fe911906
388,2025-10-04 14:35:36.262968+00,2025-10-04 14:35:36.262968+00,,236,448,1,10500,10500,3e384a29-3f26-4dbf-a83d-f4897b646956,0b50d4d9-2b94-4be4-9bcf-b477ab30fef1
389,2025-10-04 14:35:36.262968+00,2025-10-04 14:35:36.262968+00,,236,443,1,10500,10500,a1c3d829-cd03-46f2-b715-34f2c7a65c41,0b50d4d9-2b94-4be4-9bcf-b477ab30fef1
390,2025-10-04 14:35:36.262968+00,2025-10-04 14:35:36.262968+00,,236,452,1,10500,10500,b61a4a93-8216-4f5c-aeef-f1bff7cec024,0b50d4d9-2b94-4be4-9bcf-b477ab30fef1
391,2025-10-04 14:35:36.262968+00,2025-10-04 14:35:36.262968+00,,236,41,1,9800,9800,3a1ed6c3-9c53-4b2d-af62-d151ca437f8c,0b50d4d9-2b94-4be4-9bcf-b477ab30fef1
392,2025-10-04 14:35:36.262968+00,2025-10-04 14:35:36.262968+00,,236,630,3,1800,5400,60db5500-0e7e-46a4-8400-f4fc8a821b9c,0b50d4d9-2b94-4be4-9bcf-b477ab30fef1
393,2025-10-04 14:35:36.262968+00,2025-10-04 14:35:36.262968+00,,236,639,10,280,2800,0018f4fe-83e8-4b3b-9d5c-95cb98c7ed8d,0b50d4d9-2b94-4be4-9bcf-b477ab30fef1
394,2025-10-04 14:35:36.262968+00,2025-10-04 14:35:36.262968+00,,236,836,6,1500,9000,c3075a1f-11d2-4f59-98bf-f370c240557a,0b50d4d9-2b94-4be4-9bcf-b477ab30fef1
395,2025-10-04 14:35:36.262968+00,2025-10-04 14:35:36.262968+00,,236,578,1,5900,5900,7c505303-42a2-42d5-aff6-a3a8d4f32900,0b50d4d9-2b94-4be4-9bcf-b477ab30fef1
396,2025-10-04 14:35:36.262968+00,2025-10-04 14:35:36.262968+00,,236,598,1,16900,16900,e7c14f55-756e-49be-b119-bb606910a084,0b50d4d9-2b94-4be4-9bcf-b477ab30fef1
397,2025-10-04 14:35:36.262968+00,2025-10-04 14:35:36.262968+00,,236,803,5,460,2300,0c7acb6a-baa1-4e1c-9086-cd5446b1ea4d,0b50d4d9-2b94-4be4-9bcf-b477ab30fef1
398,2025-10-04 14:40:59.852621+00,2025-10-04 14:40:59.852621+00,,237,295,1,11900,11900,afc76c8b-b935-43bf-9673-9de1b80195c4,b89aa2b6-5305-4eb1-938e-c0a265705a58
399,2025-10-04 14:49:58.820037+00,2025-10-04 14:49:58.820037+00,,238,231,9,1900,17100,9e604312-cdcc-47ef-9abb-b7813f1a98f8,53646c6c-f7cb-46d4-8510-48f9394d2c7f
400,2025-10-04 14:52:15.628658+00,2025-10-04 14:52:15.628658+00,,239,331,6,400,2400,67070ee6-517a-47e1-b268-6f06dd0d08b0,4f30c9c0-4b8c-4598-b676-f8a96c8739f1
402,2025-10-04 15:16:23.621248+00,2025-10-04 15:16:23.621248+00,,241,631,2,2800,5600,c0c2f2c0-d201-4592-aeaf-5e10657c5b1c,b62dc33e-367d-43c6-9c19-38d4ead07687
406,2025-10-04 15:23:46.270403+00,2025-10-04 15:23:46.270403+00,,243,40,1,6300,6300,6413c9ce-f1a9-4f53-abac-a88bb220ceb2,9565eaeb-ac99-4694-ae21-27ab6f66da37
407,2025-10-04 15:23:46.270403+00,2025-10-04 15:23:46.270403+00,,243,780,5,2900,14500,1cba7778-0306-40dd-b421-27b94cc5ee6a,9565eaeb-ac99-4694-ae21-27ab6f66da37
412,2025-10-04 16:09:03.407432+00,2025-10-04 16:09:03.407432+00,,246,641,1,1400,1400,fb85f122-6236-48ec-b3b9-7a4b633bd3ba,d927a694-75f4-49e2-848c-0535174df04a
413,2025-10-04 16:17:42.65397+00,2025-10-04 16:17:42.65397+00,,247,590,10,360,3600,e3edf0ee-a931-4201-880f-265884f542bd,396834ee-bd06-4dd2-bb87-5c51344cce6d
414,2025-10-04 16:17:42.65397+00,2025-10-04 16:17:42.65397+00,,247,585,1,4200,4200,1e55eed3-3840-4611-af15-61374bebaf84,396834ee-bd06-4dd2-bb87-5c51344cce6d
415,2025-10-04 16:17:42.65397+00,2025-10-04 16:17:42.65397+00,,247,750,1,1300,1300,029830b8-c563-4b2c-a62a-c8ea718c4cb6,396834ee-bd06-4dd2-bb87-5c51344cce6d
416,2025-10-04 16:17:42.65397+00,2025-10-04 16:17:42.65397+00,,247,540,1,2400,2400,f18556e7-f103-49f4-8d6e-a8ab27c72482,396834ee-bd06-4dd2-bb87-5c51344cce6d
417,2025-10-04 16:22:07.423581+00,2025-10-04 16:22:07.423581+00,,248,11,4,1000,4000,e0b0e7b5-99ac-45f9-86c0-c4355b95b636,b90bfd77-f33a-44af-aca1-8554f9b6b53a
418,2025-10-04 16:26:38.535251+00,2025-10-04 16:26:38.535251+00,,249,327,1,5300,5300,1429ba04-fa41-4312-81f9-618b9ec5f396,9dced1cc-aa2f-471d-a589-edc547f0d483
419,2025-10-04 16:27:10.864157+00,2025-10-04 16:27:10.864157+00,,250,465,1,12900,12900,131cf6e1-129b-41e3-98c8-0cb3536d4652,4d494827-81c1-4858-91c1-f2f3398fd4fa
420,2025-10-04 16:32:29.272845+00,2025-10-04 16:32:29.272845+00,,251,670,1,4800,4800,c4cf89ed-509e-4435-bbfc-0cc673e75706,ad238cbc-46dd-468a-a5a6-7c37dc1f45b1
421,2025-10-04 16:33:32.479831+00,2025-10-04 16:33:32.479831+00,,252,287,1,5500,5500,0c41f986-67c9-41ab-9f0d-241c5faf56d4,adb7d96c-7e54-4983-9d81-b966761c7ae1
422,2025-10-04 16:37:45.10357+00,2025-10-04 16:37:45.10357+00,,253,91,2,1000,2000,dd92c264-20a5-4add-b8fe-78d051eaa903,aaa6da53-60e3-468a-9ad5-2c951a96a598
423,2025-10-04 16:41:06.096172+00,2025-10-04 16:41:06.096172+00,,254,858,1,5900,5900,dd2229a2-0881-43f7-89de-23f90b8f3bf4,25123cd5-743f-46f7-9f55-e44fa72fd876
424,2025-10-04 16:41:13.177612+00,2025-10-04 16:41:13.177612+00,,255,872,1,2500,2500,93a654f4-bda5-4e24-8b34-dad583c9f455,94bf20ca-7d92-4303-a421-6bb46ea82146
425,2025-10-04 17:25:04.364829+00,2025-10-04 17:25:04.364829+00,,256,851,2,5300,10600,a5606e69-a7e7-4879-a8eb-6abc3d809780,da8fca29-4b6c-4fb0-85f0-0c6340a030f0
426,2025-10-04 17:25:04.364829+00,2025-10-04 17:25:04.364829+00,,256,857,1,4900,4900,9e794437-46fc-46ed-b88c-c43b1a549833,da8fca29-4b6c-4fb0-85f0-0c6340a030f0
427,2025-10-04 17:28:08.505379+00,2025-10-04 17:28:08.505379+00,,257,371,1,13900,13900,b71f883d-9bc7-4341-bb24-fc5197d065ff,9514d7e7-4afc-4ddc-96a1-8035cfb2b64a
428,2025-10-04 17:52:54.954315+00,2025-10-04 17:52:54.954315+00,,258,38,1,4900,4900,4e5287b8-a24f-414c-b9ea-3b4df88e1d8d,85aceb35-2d91-41b1-9b81-260d81d6f131
429,2025-10-04 18:00:39.283441+00,2025-10-04 18:00:39.283441+00,,259,639,10,280,2800,116246fd-07c0-4251-86a1-3d1d247dbd80,68228100-9e49-48d5-a263-a3cae766ff4e
430,2025-10-04 18:03:45.916137+00,2025-10-04 18:03:45.916137+00,,260,35,1,2600,2600,c8acad0a-be23-45b1-b23b-34a5159557ca,de4fcb7c-dba1-4693-a742-29d31c6eeb8c
446,2025-10-04 18:40:33.910982+00,2025-10-04 18:40:33.910982+00,,265,641,1,1400,1400,2fe55b5a-c8d0-46e7-81a7-b359b5afaade,89058645-9f2c-4829-827d-6121f7726f03
451,2025-10-04 19:30:17.636686+00,2025-10-04 19:30:17.636686+00,,267,854,1,12500,12500,05d1d57a-d260-4f9c-96f8-93ac6bb0d252,6b446e6e-a674-4b03-b4bd-2e432652aa46
452,2025-10-04 19:30:17.636686+00,2025-10-04 19:30:17.636686+00,,267,249,1,7200,7200,38c6bf57-769c-4fab-b8c6-309760ff69ac,6b446e6e-a674-4b03-b4bd-2e432652aa46
453,2025-10-04 19:33:50.198477+00,2025-10-04 19:33:50.198477+00,,268,542,3,3950,11850,71de730c-4821-4345-a573-406b1a00521c,d8716579-a15e-4942-a966-413f5619b47b
454,2025-10-04 19:44:08.430499+00,2025-10-04 19:44:08.430499+00,,269,395,1,5900,5900,52205302-786a-466d-8d8e-b1d9b5b1d4b2,22147793-4df9-4546-8333-029d2dd9579a
455,2025-10-04 19:44:08.430499+00,2025-10-04 19:44:08.430499+00,,269,341,1,1000,1000,f232601d-db87-4a35-bec3-2683cfd62b60,22147793-4df9-4546-8333-029d2dd9579a
456,2025-10-04 19:44:08.430499+00,2025-10-04 19:44:08.430499+00,,269,457,6,600,3600,5e16a78d-8489-4ffd-89ea-89718e5c0e8c,22147793-4df9-4546-8333-029d2dd9579a
457,2025-10-04 19:44:08.430499+00,2025-10-04 19:44:08.430499+00,,269,639,10,280,2800,03b362f4-0520-498b-a10c-45ddcf2d90b6,22147793-4df9-4546-8333-029d2dd9579a
458,2025-10-04 19:44:08.430499+00,2025-10-04 19:44:08.430499+00,,269,193,10,130,1300,f1cf4997-4396-4921-8a48-d59723fa5978,22147793-4df9-4546-8333-029d2dd9579a
459,2025-10-04 19:49:13.573861+00,2025-10-04 19:49:13.573861+00,,270,374,2,1400,2800,5a2be823-7a60-4da0-acb1-6972bdc8d41f,675566ec-81f3-439e-9816-9c7ea5eeba2e
460,2025-10-04 19:49:13.573861+00,2025-10-04 19:49:13.573861+00,,270,504,4,1300,5200,d777cd5d-2459-452a-a4c2-47ff2989c3c2,675566ec-81f3-439e-9816-9c7ea5eeba2e
461,2025-10-04 19:56:40.39247+00,2025-10-04 19:56:40.39247+00,,271,374,6,1400,8400,37d575fe-8798-48d9-80dd-abd3eeba619d,5fa70902-21bb-4f73-869f-8c86e36e4055
462,2025-10-04 20:04:02.62993+00,2025-10-04 20:04:02.62993+00,,272,204,1,18900,18900,9202edd9-a56c-4c7e-a9d8-1b4d17ba33cb,caf468cd-4c02-4bb6-8ba6-d9d19bd977fc
463,2025-10-04 20:04:02.62993+00,2025-10-04 20:04:02.62993+00,,272,582,1,5900,5900,7d035ed1-81d7-4880-b17a-5f6b1506f13e,caf468cd-4c02-4bb6-8ba6-d9d19bd977fc
464,2025-10-04 20:05:48.893619+00,2025-10-04 20:05:48.893619+00,,273,375,10,440,4400,d06410d8-83a0-4308-9e2f-3eb77aaea8da,619242b4-68a4-48c3-bf69-1f42c6bc2000
