id,created_at,updated_at,deleted_at,nombre,codigo,precio_venta,stock,uuid
133,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:24.141694+00,,CORTAUÑAS GRANDE ICOM,7704768007150,0,100,e3382dbe-b8e6-498b-b6f1-48895a7b646d
134,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:11.911306+00,,CONDONES XTREM NORMAL LUBRICADO CAJA X 144 UND,7707274720858,0,100,d74ccd20-8083-48e8-9fcd-c089df61f599
135,2025-09-06 05:00:36.143823+00,2025-10-11 20:36:59.815857+00,,CORTAUÑAS PEQUEÑO ICOM,7704768007167,0,100,de8ea10b-9196-459a-aff9-26e31d5f53e9
136,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:09.308553+00,,CREMA #4 ORIGINAL x20g TQ,7702057088835,0,100,c70b3c0d-645e-4f71-94da-a2448cb07fd4
137,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:39.902932+00,,CREMA ADHESIVA PROQUIDENT MENTA TUBO X 40 GR X2UI P/ESPECIAL,7702314700784,0,100,22678940-c359-4e6b-9b39-fd4a7a8814e4
138,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:02.575456+00,,CREMA ADHESIVA PROQUIDENT SIN SABOR TUBO X 40 GR X2UI P/ESPECIAL,7702314700524,0,99,0e3ff65d-2003-46a6-96a7-1c0989da5f43
139,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:56.921592+00,,CREMA CORPORAL LUBRIDERM HUMECTACION DIARIA X 120 ML,7702031244486,0,100,8c00f046-2ffd-4e65-8885-25a0c403cc54
140,2025-09-06 05:00:36.143823+00,2025-10-11 20:39:01.312417+00,,CREMA DENTAL COLGATE TRIPLE ACCION X 22 ML,7702010111464,2900,100,09edbd65-b42b-4ba1-946a-4fdb5b6a8dad
141,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:51.676256+00,,CREMA DENTAL COLGATE TRIPLE ACCION X 50 ML GRATIS CEPILLO,7509546700823,0,100,dd87e693-55ba-4f31-a459-6aa4b5f33956
142,2025-09-06 05:00:36.143823+00,2025-10-11 20:36:57.371218+00,,CREMA DENTAL COLGATE TRIPLE ACCION TUBO X 50 ML GRATIS CEPILLO,7702010631382,0,100,9d8579e7-a75c-4894-8b13-b83e7f96a60b
143,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:01.502852+00,,CREMA DENTAL COLGATE TRIPLE ACCION MEGA CREMA TUBO X 60 ML,7702010111501,0,100,ff2f9fe4-69a8-42a2-8ea8-b4b388db322e
144,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:18.199933+00,,CREMA CORPORAL LUBRIDERM HUMECTACION DIARIA X 200 ML,7702031244493,0,100,0e08b427-d55b-4b10-bfab-abea26bb7555
145,2025-09-06 05:00:36.143823+00,2025-10-11 20:39:28.69182+00,,CREMA DENTAL SENSODYNE REPARA PROTEGE TUBO X 100 ML,7794640170133,0,100,2599b12a-bc4a-418a-9e82-db001e217262
146,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:17.278703+00,,CREMA LUBRIDERM REPARACION INTENSIVA 120 ML,7501007528939,17900,100,15b95142-86d7-4732-8e05-475e77a45526
147,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:38.093043+00,,CREMA LUBRIDERM REPARACION INTENSIVA 200 ML,7702035870384,0,100,e1c20133-9096-46e7-8d90-18af194a7e42
148,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:16.514978+00,,CREMA LUBRIDERM EXTRA HUMECTANTE FRASCO X 120 ML,7501007528786,0,100,5007f593-55f5-42bb-a948-5ae3f493b6e1
149,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:14.0566+00,,CREMA LUBRIDERM HUMECTACION DIARIA X 400 120 ML PRECIO ESPECIAL,7702031244875,0,100,55db6f33-9a50-4cf0-b6e8-67c741750c1c
150,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:27.233743+00,,CREMA LUBRIDERM PIEL SENSIBLE FRASCO X 120 ML,7702035455055,0,100,a422cb87-7a08-401d-9c60-e4edcb161a0f
151,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:41.458249+00,,CREMA LUBRIDERM UV-15 FRASCO X 946 ML,7702031413684,0,100,e9eb866a-35d6-4dde-9882-5a6efb95af72
152,2025-09-06 05:00:36.143823+00,2025-10-11 23:50:55.647429+00,,"CREMA PEINAR KONZIL ACEITE DE ALMENDRAS ",7702045557817,0,100,bcadad31-b640-444f-9347-29d03a17111b
153,2025-09-06 05:00:36.143823+00,2025-10-11 23:50:47.501085+00,,"CREMA PEINAR KONZIL SEDA LIQUIDA ",7702045557787,0,100,d6697add-19b4-49b3-94b2-22b5f5e367cd
154,2025-09-06 05:00:36.143823+00,2025-10-11 20:36:38.974139+00,,CREMA N 4 MEDICADA TUBO X 30 GR,7702057109714,0,100,f36374bb-7c31-4425-853a-a3bef2d3b6ff
155,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:20.032778+00,,CREMA NIVEA BODY HIDRATACION EXPRESS FRASCO X 125 ML AHORRE $1000,7702003007071,0,100,0573a565-aea9-4550-aec4-fea563a7d6ef
156,2025-09-06 05:00:36.143823+00,2025-10-11 23:50:27.226899+00,,"CREMA NIVEA LATA X 60 GR ",7702003988226,0,100,b895d8d8-84d8-4fb5-8b6f-f7fdb44801fb
157,2025-09-06 05:00:36.143823+00,2025-10-11 20:36:45.886353+00,,CREMA PONDS CLARANT B3 PIEL NORMAL A SECA SOBRE X 8.5G,7702006402569,2500,96,9ff1df3d-91fa-4a0d-b16b-e25e1dd80d95
158,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:19.246735+00,,CRONOFEN [ACETAMINOFEN] 500mg TABLETAS NOVAMED,7703546020008,200,97,946d5199-ddab-46e3-ac9a-449c84613716
159,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:41.764217+00,,CURATOS JARABE (BROMHEXINA CLORHIDRATO+ GUAYACOLATO DE GLICERILO) x125mL MEDICBRAND [COASPHARMA],7703712014121,18800,100,960492fe-ac6d-43cd-b798-2bcf1fce8eed
160,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:06.86447+00,,CREMA PONDS REJUVENESS PIEL FIRME Y JOVEN SOBRES X8.5G,7702006402576,2500,96,d10c2891-580a-4c6f-8762-e7670505467d
161,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:12.980858+00,,CREMOQUINONA 4% TUBO X 30 GR,7702195104572,0,100,66321e46-33b6-4025-9ecd-58d11a18c103
162,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:03.343771+00,,CRONODERM FEM EMULSION HUMECTANTE INTIMA X 50 GR,7707279930030,0,100,aea185c0-42f1-4680-8a1c-d03ddeba2cd5
163,2025-09-06 05:00:36.143823+00,2025-10-11 23:51:32.598795+00,,CURITAS ADHESIVAS COLOR PIEL BEGUT,7707282990410,0,98,b881a87c-5c76-4791-a36c-a746ca984bf1
164,2025-09-06 05:00:36.143823+00,2025-10-11 23:52:13.462499+00,,CURITAS REDONDAS ADHESIVAS COLOR PIEL BEGUT,7707282990397,0,100,96e998d2-5543-4a3d-bfdf-83c9c46e4ccd
165,2025-09-06 05:00:36.143823+00,2025-10-11 20:39:27.317494+00,,CYCLOFEM 0.5 ML CAJA X 1 AMP PROFAMILIA,7703689000448,23800,99,c53c3818-90a3-49f6-a3bb-f46716793537
166,2025-09-06 05:00:36.143823+00,2025-10-11 23:51:44.596332+00,,CURITAS ADHESIVAS COLOR PIEL BEGUT,7707282990380,0,100,b62be61d-9130-47dd-a6a4-3a9159e51a18
167,2025-09-06 05:00:36.143823+00,2025-10-11 23:51:56.647163+00,,"CURITAS LEUKOPLAST COLOR PIEL ",7707331802411,0,98,ebeb853f-d548-494f-9454-da3a1c075e84
168,2025-09-06 05:00:36.143823+00,2025-10-11 23:52:04.364638+00,,"CURITAS REDONDAS ADHESIVAS COLOR PIEL ",7709122432463,0,100,0005fb15-c6b4-437e-8d4f-55d90dcc34c4
169,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:38.858172+00,,DAYAMINERAL JARABE FRASCO X 240 ML ABBOTT,7703186555823,65500,100,a82a9e2f-6fca-4e5b-aa0d-ba4f9b7ffe13
170,2025-09-06 05:00:36.143823+00,2025-10-13 12:59:59.784547+00,,DERMASKIN (CLOTRIMAZOL 1%/ NEOMICINA 0.5%/ DEXAMETASONA 0.04%)CREMA X 20G MEDICBRAND,7703712012097,11800,99,cd9a3b91-2e45-4685-bb05-04f80c236de4
171,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:25.553363+00,,DERMASKIN CREMA TUBO X 40 GR,7703712012110,19800,100,2816c486-46ac-4e42-9433-76a1fce435a3
172,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:15.28858+00,,DELTAFLUORENE CAJA X 20 COMP,7702771094112,0,100,ae88665d-e7d5-488c-aebc-d61b12307b5f
173,2025-09-06 05:00:36.143823+00,2025-10-18 17:10:54.628247+00,,DELTMOIX 500mg (AMOXICILINA) DELTA,6921875009193,450,99,f3facda6-5aab-424c-b9b6-0f03ce71ed60
174,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:55.539943+00,,DEPILADOR CON PUNTA DE ÁNGULO ICOM,7704768007174,0,100,c0c95eae-3b8c-49fd-8cc4-78c6de6c2246
175,2025-09-06 05:00:36.143823+00,2025-10-11 20:39:20.128978+00,,DERMOVATE CLOBETASOL 0.05% CREMA X 30 GR,7896269903021,0,100,3089a38f-47f7-4dec-8cf5-408ea94a3020
176,2025-09-06 05:00:36.143823+00,2025-10-11 23:52:48.830124+00,,"DESODORANTE BALANCE CREMA CLINICAL WOMEN ",7702029096271,0,100,74564f66-9574-4edc-9ca1-5f96b9b14d9b
177,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:02.883282+00,,DESODORANTE REXONA AEROSOL BAMBOO FRASCO X 175 ML X 2 UND P. ESP,7702006919869,0,100,e12951e2-de6d-4368-8676-38383e45db8c
178,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:24.330748+00,,DESCONGEL GRIPA CJA* 100 CAPS CHALVER OFERTA,1100015255OBS,0,100,2117fdc1-34b6-436c-8fb5-9e44f85fa837
179,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:43.731358+00,,DESLORATADINA 5MG TABLETAS LAPROFF,7703038067023,800,82,0de0320d-8893-4f1f-a8aa-b1aa91c626c5
180,2025-09-06 05:00:36.143823+00,2025-10-11 23:52:37.510257+00,,"DESODORANTE BALANCE CREMA CLINICAL MEN ",7702029102866,0,100,c8682ae9-263d-47e8-85c3-539bc4a83852
181,2025-09-06 05:00:36.143823+00,2025-10-11 20:36:55.991844+00,,DESODORANTE REXONA CLINICAL CLEAN MEN SOBRES,7702006200912,1400,201,c2416d0f-229d-4f77-96ee-d92975c0c968
182,2025-09-06 05:00:36.143823+00,2025-10-11 23:56:07.854326+00,,DESONIDA 0.1% CREMA TUB 15GR SIEGFRIED,201040110241,0,100,75e9d247-d95c-4280-a5c2-51f110f3c096
183,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:23.835104+00,,DESONIDA 0.1% CREMA TUB 15GR SIEGFRIED,20104011024,0,100,3b77338c-70ba-49f6-9ebb-e23e140cdd87
184,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:17.719149+00,,DESODORANTE REXONA CLINICAL CREMA WOMEN SACHET X 8.5G,7702006205450,1400,100,7282d0c9-4827-493b-a481-25f7bfe55828
185,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:38.552305+00,,"DESONIDA 0,05% x15g SANFER",7702195205682,0,100,5a938a12-a18e-48cf-94ad-b7c968d9a659
186,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:51.251039+00,,DESONIDA 0.05% CREMA TUBO X 15 ML,7707163010237,0,100,8aafa90f-f15e-4223-be88-2df34f638aa9
187,2025-09-06 05:00:36.143823+00,2025-10-11 20:39:23.798334+00,,DESONIDA 0.1% CREMA TUBO X 15 ML,7707163010244,0,100,d1c70426-923e-4ee5-aed7-1217f26782c8
188,2025-09-06 05:00:36.143823+00,2025-10-11 20:39:21.199416+00,,DICLOFENACO RETARD 100MG CAPSULAS AG,7706569000958,700,74,6ca46832-96b1-4359-8130-a78aa9ed36d8
189,2025-09-06 05:00:36.143823+00,2025-10-11 23:56:22.989768+00,,DESONIDA 0.5% CREMA TUB 15GR  SIEGFRIED,201040110231,0,100,da8ec0ff-a32e-45fb-8844-f68609edff4d
190,2025-09-06 05:00:36.143823+00,2025-10-11 20:39:17.678374+00,,DESONIDA 0.5% CREMA TUB 15GR SIEGFRIED,20104011023,0,100,72803b62-2240-4732-a1e0-bcc1394c5b08
191,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:11.602916+00,,DIEXSOPRAZOL [ESOMEPRAZOL] 40MG CAPSULAS BIOQUIFAR,7707019384338,1500,100,191569e5-847f-4a4d-8f56-acbb3cfa23c9
192,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:37.913392+00,,DIFENHIDRAMINA JARABE FRASCO X 120 ML,7703038060420,5900,99,762ff50c-6d90-47cf-8184-ca004f20ded2
193,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:51.098019+00,,DICLOFENACO 50mg LAPROFF,7703038050209,150,70,2624e766-33fd-452d-bf3b-8ae913249556
194,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:27.664088+00,,DICLOFENACO GEL TUBO X 50 GR,7703712030237,0,100,a88ceda8-5d79-4389-ad0f-eec662776ac7
195,2025-09-06 05:00:36.143823+00,2025-10-18 12:26:55.082727+00,,DICLOXACILINA 500 MG,7706569000439,0,82,82579f31-a03d-4886-911d-ea8f1a199cfc
196,2025-09-06 05:00:36.143823+00,2025-10-11 20:36:43.129038+00,,DIGESTA (SIMETICONA 250MG) CAPSULAS PROCAPS,7703153007225,1800,100,6cc39e5b-9b43-4e5d-8249-18228e104b9a
197,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:57.227498+00,,DIPIRONA 500 MG X 100 TABL,7703432421643,0,98,cb223deb-2fb4-4110-8032-ffcf6b4e700e
198,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:01.808022+00,,DIPROSPAN BETAMETASONA DIPROPIONATOBETAMETASONA FOSFATO 52 MG X 1 ML,7702502015430,0,100,927e8eea-6255-4df0-960c-5418080a03ac
199,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:00.581751+00,,DIGESTA GOTAS FRASCO X 20 ML,7703153036201,0,100,f040c502-e682-4515-a591-ac888862a198
200,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:59.828296+00,,DIHIDROCODEINA 2.42 MG/ML X 120ML,7707321981539,0,100,5184a2ed-0932-436b-97c5-0b6ca5a9f804
201,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:05.636193+00,,DILOX 600 MG X 20 TABL,7703546775908,0,100,9cc563d0-b1ed-4956-a699-c78f730cd7c2
202,2025-09-06 05:00:36.143823+00,2025-10-11 23:58:38.006774+00,,DITOPAX TABL,7702502015782,0,100,bc6e8681-dc71-4915-9500-bccc0ba5ee59
203,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:57.533399+00,,DOLEX JARABE NINOS 7+ FRASCO X 120 ML,7501043130769,28700,100,b5707722-c27d-4fcd-895f-03cfd7e09aae
204,2025-09-06 05:00:36.143823+00,2025-10-11 20:39:03.602619+00,,DOLEX NINOS 2 ACETAMINOFEN JARABE X 90 ML,7707172685778,18900,99,8262faa2-0a64-42d3-98ce-9f1db3bbdf6b
205,2025-09-06 05:00:36.143823+00,2025-10-11 23:59:03.364142+00,,DOLEX GRIPA TABLETAS,7451079001543,0,100,93a08856-3c0a-4a8f-9763-d8627ecacc0f
206,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:46.658118+00,,DOLEX GRIPA (ACETAMINOFEN+CLORFENIRAMINA+FENILEFRINA) TABLETAS,7451079001529,1600,78,0c7516ac-9757-4dcf-8b6a-e61992475076
207,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:15.124795+00,,DOLEX JARABE BEBES FRASCO X 60 ML,7441026003348,17900,100,50fb8fcf-f1ef-4337-a6f6-e1b1e6ae8929
208,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:45.867853+00,,DOLOFF 7.5325 MG X 10 TABLETAS,7704039117953,0,100,02471014-7742-49c8-84c2-a275c30697d1
209,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:39.469302+00,,DUCHA INTIMA AZUL FRASCO X 120 ML,7703109205040,0,100,05d81ce0-3e36-462d-8e31-0655535deaab
210,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:28.274828+00,,DUCHA INTIMA AZUL VINAGRE FRASCO X 120 ML,7703109205026,0,100,1b9ceb0e-3d1d-4b46-9a31-7c5260f40cae
211,2025-09-06 05:00:36.143823+00,2025-10-11 20:39:11.401536+00,,DOMEBORO ACETATO DE ALUMINIO PAGUE 25 LLEVE 30 SOBRES,7702123001423,0,100,684ff121-b0f4-43a6-8761-a61c9c4a01de
212,2025-09-06 05:00:36.143823+00,2025-10-11 20:39:01.46573+00,,DOSFLEM JARABE NIÑOS CEREZA (GUAYACOLATO DE GLICERILO+BROMHEXINA CLORHIDRATO) x120mL LG-PHARMA,7707357200086,9500,99,9e84cc93-04f9-4a39-8d3f-839e77141719
213,2025-09-06 05:00:36.143823+00,2025-10-11 20:36:46.496481+00,,DRAMAMINE [DIMENHIDRINATO] 50mg TABELTAS,7501007532608,1000,88,9a433eb5-40fe-457d-9707-472546e606be
214,2025-09-06 05:00:36.143823+00,2025-10-13 16:02:12.42182+00,,DULCOLAX BISACODILO 5 MG GRAGEAS,7703381002030,1500,99,54339f93-d57f-46c2-807e-aa37a38dc47d
215,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:16.0373+00,,ELECTROLIT SUERO REHIDRATANTE COCO X 625 ML PISA,7501125176456,9500,100,bb8a3e4d-8ce3-445c-ac9f-75db9bce358d
216,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:38.678426+00,,ELECTROLIT SUERO REHIDRATANTE JAMAICA x625mL PISA,7501125185182,9500,100,7be68c6d-c4ef-4ff1-a364-9e3b68e484dc
217,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:38.831434+00,,ELECTROLIT SUERO REHIDRATANTE FRESA x625mL PISA,7501125176470,9500,100,ffe2cc4c-4a87-4439-ab89-128979068da3
218,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:08.852052+00,,ELECTROLIT SUERO REHIDRATANTE FRESA-KIWI x625mL PISA,7501125176531,9500,100,1f56efed-b91d-4a28-9a6f-69a749d39fad
219,2025-09-06 05:00:36.143823+00,2025-10-11 20:36:59.511757+00,,ELECTROLIT SUERO REHIDRATANTE LIMA-LIMÓN x625mL PISA,7501125176487,9500,100,66a48019-4896-412b-b05e-5c05dc0258b1
220,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:09.923291+00,,EDAPIL M MINOXIDIL 5% ESPUMA X 100 ML,7703281001836,0,100,b9a0b910-6edc-4e98-a705-3fa9ef9898c2
221,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:48.035295+00,,ELECTROLIT SUERO REHIDRATANTE MANZANA x625mL PISA,7501125176494,9500,100,55579d32-cbb6-4f68-adf8-caaffc8d0c21
222,2025-09-06 05:00:36.143823+00,2025-10-11 20:36:57.676292+00,,ELECTROLIT SUERO REHIDRATANTE MARACUYÁ x625mL PISA,7501125184864,0,100,686afe28-b6ea-4221-9ea9-2e34be9415dc
223,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:32.126419+00,,ELECTROLIT SUERO REHIDRATANTE MORA-AZUL x625mL PISA,7501125184277,9500,99,03015cc0-36ab-41fa-b9d2-8cc7eb375a68
224,2025-09-06 05:00:36.143823+00,2025-10-13 12:48:59.047865+00,,ELECTROLIT SUERO REHIDRATANTE NARANJA-MANDARINA x625mL PISA,7501125176500,9500,99,a5d42f71-1d63-43a2-ad0b-317bc948ff63
225,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:41.61122+00,,EMULSIÓN SCOTT CEREZA x360mL HALEÓN,7707172681114,25800,100,d0b355da-5df8-47db-ab2a-1d29b4dfc65f
226,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:09.614051+00,,EMULSIÓN SCOTT TRADICIONAL x180mL HALEÓN,7707172681060,16900,100,d6515e7f-7ab0-4bf6-bd58-fef9fa7b2202
227,2025-09-06 05:00:36.143823+00,2025-10-11 20:39:23.645365+00,,ELECTROLIT SUERO REHIDRATANTE UVA x625mL PISA,7501125176548,9500,100,ea92bba9-ec4b-47d7-97cc-715b175413c9
228,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:50.300786+00,,EMULSION DE SCOTT TROPICAL FRASCO X 450 ML,7707172681206,0,100,2e3f6637-b291-40ff-ad73-038376287dae
229,2025-09-06 05:00:36.143823+00,2025-10-11 20:36:46.801946+00,,EMULSIÓN SCOTT CEREZA x180mL HALEÓN,7707172681107,16900,100,8e1b789c-35e9-481c-86ce-e7a6f0cee852
230,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:36.563304+00,,EMULSIÓN SCOTT TRADICIONAL x360mL HALEÓN,7707172681077,25800,100,0e55e7ca-61b9-4ce8-bf3b-342a9022dbd1
231,2025-09-06 05:00:36.143823+00,2025-10-25 17:05:50.758512+00,,ENALAPRIL 20MG TABLETAS COASPHARMA,7703712035980,1900,88,40dcf8b0-dfeb-4d24-b4ae-66c4451cc1fa
232,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:21.108979+00,,ENALAPRIL MALEATO 5MG TABLETAS COASPHARMA,7703712030275,2200,100,a9a75f18-2a83-4eec-a063-ecd39693f49b
233,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:37.787364+00,,ENCRESPADOR DE PESTAÑAS ICOM,7704768007181,0,100,43d362de-89ba-466f-9d69-35fc1a40563f
234,2025-09-06 05:00:36.143823+00,2025-10-11 20:39:09.109941+00,,ENJUAGUE BUCAL LISTERINE CONTROL CALCULO X 180 ML,7702035430090,0,100,a0a8a2c5-6730-488d-9334-1871d25ab9bd
235,2025-09-06 05:00:36.143823+00,2025-10-11 23:59:53.981802+00,,ENALAPRIL 5 MG TABLETAS AMEG,7706569000781,0,100,7edf3536-e2bf-420e-916f-32aa9f428497
236,2025-09-06 05:00:36.143823+00,2025-10-11 20:39:04.975586+00,,ENJUAGUE BUCAL LISTERINE COOL MINT X 180 ML,7702035432117,0,100,6a8e0f7f-2b05-4ef6-ab4f-1504ab04ce99
237,2025-09-06 05:00:36.143823+00,2025-10-11 20:39:01.919616+00,,ENJUAGUE BUCAL LISTERINE COOL MINT ZERO X 180 ML,7702031563327,10900,100,4c63f353-4081-448d-83c6-4233ebb81d43
238,2025-09-06 05:00:36.143823+00,2025-10-11 20:36:50.484871+00,,ENJUAGUE BUCAL LISTERINE CUIDADO TOTAL X 180 ML,7702035833815,0,100,edccc74f-a3f1-49d0-8697-7abff1476395
239,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:29.527804+00,,ENSURE ADVANCE LIQUIDO VAINILLA BOTELLA X 220 ML PACK X 4 UNIDADES,7703186033079,0,100,25d0ee80-ba00-4be4-b6e4-a8365bdf3310
240,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:32.740818+00,,ENSURE LIQUIDO VAINILLA BOTELLA X 237 ML,7703186030306,0,100,f441583d-0196-444e-85d8-1dc5d514c833
241,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:52.439549+00,,ENZIMAR 10 MG CAJA X 30 TABL,7707067510017,0,100,08e44966-f3a6-422a-94fb-eb5a49e21fb3
242,2025-09-06 05:00:36.143823+00,2025-10-11 20:39:14.309587+00,,ENSURE ADVANCE VAINILLA LIQUIDO x220mL ABBOTT,8710428018670,14300,98,304eaea1-b389-4793-88eb-7e8194f9b548
243,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:14.202913+00,,EQUILID 50 MG CAJA X 30 CAP,7702771104118,0,100,dd4737fa-bc9b-48e2-9d08-57b5ad2b7b88
244,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:22.762066+00,,ENSURE ADVANCE LIQUIDO VAINILLA BOTELLA X 237 ML,7703186030276,0,100,3abdab6a-86b7-40dc-b7a7-1ad40226c931
245,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:20.7719+00,,ENSURE ADVANCE LIQUIDO VAINILLA BOTELLA X 220 ML PACK X 6 UND PRECIO ESPECIAL,7703186033031,0,100,4d1b1caf-1e4c-46dd-a762-08821a7d512f
246,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:16.820887+00,,EQUIPO DE MACROGOTEO SIN AGUJA x1 ALFASAFE,7707228367085,0,100,be9f4878-08da-41bf-beda-6cec6d29b604
247,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:26.624222+00,,ESPASMYDOL [METOCARBAMOL + IBUPROFENO]  LABQUIFAR,7707019402100,1400,99,9f534361-35f4-4919-b45a-efbf0d7dfbb2
248,2025-09-06 05:00:36.143823+00,2025-10-12 00:00:20.660204+00,,ESPIRONOLACTONA 100 MG  TABLETAS,7707288820070,0,100,f811ed85-7abc-443f-97b5-813de53f02a8
249,2025-09-06 05:00:36.143823+00,2025-10-12 00:00:27.693121+00,,ESPIRONOLACTONA 25 MG  TABL,7703038065920,0,100,ffedbd0d-9749-453c-a171-6d8b18a17834
250,2025-09-06 05:00:36.143823+00,2025-10-11 20:39:28.538723+00,,EUTIROX 50 MCG CAJA X 50 TABLETAS,7501298224374,0,100,d9c36dcb-18cb-453f-95d0-99257504610c
251,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:22.943786+00,,FACETIX X 21 TAB (ETINILESTRADIOL+CIPROTERONA ACETATO) ABBOTT,7702207084557,11800,100,c6a73d5b-54e3-40a8-b40c-b5850410984f
252,2025-09-06 05:00:36.143823+00,2025-10-11 20:39:17.525443+00,,FACETIX MINI ETINILESTRADIOLCIPROTERONA 202.0 MG X 28 TABL,7702870071489,0,100,aa5aab86-29d5-4788-aeb0-1cc10bbd8891
253,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:13.596671+00,,EUTIROX LEVOTIROXINA 50 MCG X 50 TABL,7702418001541,0,100,86f2f10f-79d7-4ba4-95d4-08607ed3cfd7
254,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:29.222456+00,,EXTRACTOR DE LECHE PLUS RICHARD VIDRIO CAJA X 1 UND,7707195906430,0,100,ad0fc1bb-1734-4b9f-8e6c-efce71857e36
255,2025-09-06 05:00:36.143823+00,2025-10-11 20:39:13.69705+00,,FACETIX 2.0 MG/0.035 MG CAJA 21 TABLETAS,7707189520222,0,100,8e8b4eb7-a26f-4748-9637-791585e3233c
256,2025-09-06 05:00:36.143823+00,2025-10-11 20:37:06.553971+00,,FACETIX SUAVE 30 X 28 TAB (ETINILESTRADIOL+CIPROTERONA ACETATO) ABBOTT,7702870071526,11800,100,9fc08326-170b-4ec7-9844-b8f13b5fa3fc
257,2025-09-06 05:00:36.143823+00,2025-10-11 20:39:21.811779+00,,FITOSTIMOLINE TRITICUM VULGARE CREMA X 15 GR,7704232001998,0,100,39d89737-6d35-4dcd-a9cd-b69073f93425
258,2025-09-06 05:00:36.143823+00,2025-10-11 20:38:25.830206+00,,FLUCONAZOL 200MG CAPSULAS LAPROFF,7703038066996,1400,188,8cd4af8e-f832-41cc-8ba2-518476473576
259,2025-09-06 05:00:36.143823+00,2025-10-11 20:36:44.046908+00,,FARMALAX PEG (POLIETILENGLICOL 3350 LAXANTE) SOBRES ECAR,7702184592021,6950,100,b53f3efa-09db-4663-91f2-2931536f545c
