id,created_at,updated_at,deleted_at,numero_factura,fecha_emision,vendedor_id,cliente_id,subtotal,iva,total,estado,metodo_pago,uuid
125,2025-09-27 17:36:15.486053+00,2025-09-27 17:36:15.486053+00,,FAC-1124,2025-09-27 17:36:15.480853+00,3,1,35400,0,35400,Pagada,transferencia,e9796014-e409-43dd-b40b-42d7a8ab7c8b
126,2025-09-27 17:40:49.732832+00,2025-09-27 17:40:49.732832+00,,FAC-1125,2025-09-27 17:40:49.728737+00,3,1,1200,0,1200,Pagada,efectivo,1e6cb641-8d79-409b-8e40-683e6ba739f5
127,2025-09-27 17:46:01.821184+00,2025-09-27 17:46:01.821184+00,,FAC-1126,2025-09-27 17:46:01.816869+00,3,1,40000,0,40000,Pagada,efectivo,6ad129f0-b4b6-4d84-b8b2-24df3cecb991
128,2025-09-27 17:49:00.605281+00,2025-09-27 17:49:00.605281+00,,FAC-1127,2025-09-27 17:49:00.600827+00,3,1,4500,0,4500,Pagada,efectivo,98118587-763f-45db-9fb3-442560471cb4
129,2025-09-27 17:53:01.356806+00,2025-09-27 17:53:01.356806+00,,FAC-1128,2025-09-27 17:53:01.353029+00,3,1,31500,0,31500,Pagada,efectivo,ac639bc5-bcc8-4a15-8436-2052cc63c305
130,2025-09-27 17:59:23.590799+00,2025-09-27 17:59:23.590799+00,,FAC-1129,2025-09-27 17:59:23.585893+00,3,1,6700,0,6700,Pagada,efectivo,411b579c-4441-4103-b7d1-a4ab71e4f05f
131,2025-09-27 18:05:42.541729+00,2025-09-27 18:05:42.541729+00,,FAC-1130,2025-09-27 18:05:42.537672+00,3,1,9000,0,9000,Pagada,efectivo,3f1b62e1-8e85-4cdc-bfc0-579ce762b91c
132,2025-09-27 18:08:51.629592+00,2025-09-27 18:08:51.629592+00,,FAC-1131,2025-09-27 18:08:51.625729+00,3,1,5000,0,5000,Pagada,efectivo,77155696-b700-402d-9bf1-1cb66c3ff86b
133,2025-09-27 18:18:03.037635+00,2025-09-27 18:18:03.037635+00,,FAC-1132,2025-09-27 18:18:03.033899+00,3,1,10900,0,10900,Pagada,efectivo,aa8dc91b-6501-4b4d-8498-8c6221f4e596
134,2025-09-27 18:19:09.061978+00,2025-09-27 18:19:09.061978+00,,FAC-1133,2025-09-27 18:19:09.058182+00,3,1,1400,0,1400,Pagada,efectivo,9904bc08-3731-41d8-a40e-cadf6c1a1d76
135,2025-09-27 18:23:48.40615+00,2025-09-27 18:23:48.40615+00,,FAC-1134,2025-09-27 18:23:48.402873+00,3,1,2800,0,2800,Pagada,efectivo,217bfbed-c599-4707-9cd9-39b89fad6750
136,2025-09-27 18:33:31.519407+00,2025-09-27 18:33:31.519407+00,,FAC-1135,2025-09-27 18:33:31.514526+00,3,1,18100,0,18100,Pagada,efectivo,6ae3ae66-8f66-468a-9aa6-55a3c1b4f8e0
137,2025-09-27 18:49:10.583141+00,2025-09-27 18:49:10.583141+00,,FAC-1136,2025-09-27 18:49:10.579348+00,3,1,2800,0,2800,Pagada,efectivo,f2d583f2-8e81-4d6f-a9c1-082d567fa9b7
138,2025-09-27 18:52:03.135153+00,2025-09-27 18:52:03.135153+00,,FAC-1137,2025-09-27 18:52:03.131349+00,3,1,3200,0,3200,Pagada,efectivo,878c68cf-b230-424c-958f-1e1679ec3d9e
139,2025-09-27 19:16:29.386713+00,2025-09-27 19:16:29.386713+00,,FAC-1138,2025-09-27 19:16:29.380082+00,3,1,27500,0,27500,Pagada,efectivo,ff8813ba-cb10-45c7-8c95-8892f1a13664
140,2025-09-27 19:37:58.92174+00,2025-09-27 19:37:58.92174+00,,FAC-1139,2025-09-27 19:37:58.916909+00,3,1,21800,0,21800,Pagada,efectivo,5fd97f20-a490-4910-b0da-16ab30fd4d51
141,2025-09-27 19:41:29.01761+00,2025-09-27 19:41:29.01761+00,,FAC-1140,2025-09-27 19:41:29.013001+00,3,1,2400,0,2400,Pagada,efectivo,d60a8341-d3c6-4680-bbe6-2373fb5d8e4d
142,2025-09-27 19:49:45.84948+00,2025-09-27 19:49:45.84948+00,,FAC-1141,2025-09-27 19:49:45.845355+00,3,1,4800,0,4800,Pagada,efectivo,37a0b1d5-e08b-4f29-b135-38dcd32eee25
143,2025-09-27 19:54:13.87318+00,2025-09-27 19:54:13.87318+00,,FAC-1142,2025-09-27 19:54:13.869555+00,3,1,2800,0,2800,Pagada,efectivo,826d0fb0-e4b4-4dbb-bbbc-e1cb65352179
144,2025-09-27 19:58:24.057317+00,2025-09-27 19:58:24.057317+00,,FAC-1143,2025-09-27 19:58:24.053668+00,3,1,7900,0,7900,Pagada,efectivo,29e1725d-5dec-4c9b-a95d-afdc9345d295
145,2025-09-27 20:06:46.066211+00,2025-09-27 20:06:46.066211+00,,FAC-1144,2025-09-27 20:06:46.061883+00,3,1,3200,0,3200,Pagada,efectivo,4aee5fad-4f74-408e-a363-b5a11606a109
146,2025-09-29 18:19:16.584181+00,2025-09-29 18:19:16.584181+00,,FAC-1145,2025-09-29 18:19:16.574619+00,1,1,8900,0,8900,Pagada,efectivo,57383588-6d35-44a7-85b6-c78559653c13
147,2025-09-29 18:26:44.293248+00,2025-09-29 18:26:44.293248+00,,FAC-1146,2025-09-29 18:26:44.287567+00,1,1,16000,0,16000,Pagada,efectivo,dba2339c-d41e-4d88-8d00-3412915a167d
148,2025-09-29 18:32:53.466656+00,2025-09-29 18:32:53.466656+00,,FAC-1147,2025-09-29 18:32:53.462889+00,1,1,1500,0,1500,Pagada,efectivo,ace2bb73-8181-453d-9e50-192caca9782a
149,2025-09-29 18:40:08.094085+00,2025-09-29 18:40:08.094085+00,,FAC-1148,2025-09-29 18:40:08.087468+00,1,1,8700,0,8700,Pagada,efectivo,81f22cb3-f1aa-4c2d-b929-a41eadf7ac8a
150,2025-09-29 18:53:47.724351+00,2025-09-29 18:53:47.724351+00,,FAC-1149,2025-09-29 18:53:47.719658+00,1,1,4100,0,4100,Pagada,efectivo,16808f67-30d8-4ede-9fd8-fcf3e025cdc8
151,2025-09-29 19:16:26.065415+00,2025-09-29 19:16:26.065415+00,,FAC-1150,2025-09-29 19:16:26.061498+00,1,1,1300,0,1300,Pagada,efectivo,0cc88a54-67c4-4c64-8e80-6d729c7bfdee
152,2025-09-29 19:29:19.668646+00,2025-09-29 19:29:19.668646+00,,FAC-1151,2025-09-29 19:29:19.66494+00,1,1,3900,0,3900,Pagada,efectivo,26937b73-26f2-4785-9bf4-0c3989560d09
153,2025-09-29 19:44:00.267484+00,2025-09-29 19:44:00.267484+00,,FAC-1152,2025-09-29 19:44:00.258515+00,1,1,7400,0,7400,Pagada,efectivo,3f5d20ba-2001-4796-bc10-29a394d53876
154,2025-09-29 20:07:38.735757+00,2025-09-29 20:07:38.735757+00,,FAC-1153,2025-09-29 20:07:38.731785+00,1,1,5700,0,5700,Pagada,efectivo,37c2b221-e156-4b54-bfd9-09932fbcb37d
155,2025-09-29 20:33:12.002426+00,2025-09-29 20:33:12.002426+00,,FAC-1154,2025-09-29 20:33:11.995389+00,1,1,4400,0,4400,Pagada,efectivo,4f763b03-f9c7-41af-a758-d354f7038b7c
156,2025-09-29 20:33:58.616074+00,2025-09-29 20:33:58.616074+00,,FAC-1155,2025-09-29 20:33:58.611287+00,1,1,5000,0,5000,Pagada,efectivo,3218a6c2-9ed0-40d7-bf98-a46811610680
157,2025-09-29 20:35:17.0488+00,2025-09-29 20:35:17.0488+00,,FAC-1156,2025-09-29 20:35:17.043375+00,1,1,10200,0,10200,Pagada,efectivo,8c8ef8b2-ebce-4762-8e15-37e3db61b1fb
158,2025-09-29 20:38:45.079938+00,2025-09-29 20:38:45.079938+00,,FAC-1157,2025-09-29 20:38:45.075533+00,1,1,3300,0,3300,Pagada,efectivo,703ce870-7cc5-4c44-a45a-c330e375f05b
159,2025-09-29 20:42:40.249745+00,2025-09-29 20:42:40.249745+00,,FAC-1158,2025-09-29 20:42:40.245117+00,1,1,2400,0,2400,Pagada,efectivo,660c1102-d4b0-48af-b264-96bb22f2fc54
160,2025-09-29 20:46:18.264872+00,2025-09-29 20:46:18.264872+00,,FAC-1159,2025-09-29 20:46:18.260533+00,1,1,7200,0,7200,Pagada,efectivo,34e1fd0a-5f87-481c-9487-2b39f05911f6
161,2025-09-29 20:48:11.720527+00,2025-09-29 20:48:11.720527+00,,FAC-1160,2025-09-29 20:48:11.716141+00,1,1,9400,0,9400,Pagada,efectivo,0c209802-950d-4ef4-97ec-31d5a2f89b38
162,2025-09-29 21:37:55.526571+00,2025-09-29 21:37:55.526571+00,,FAC-1161,2025-09-29 21:37:55.519652+00,1,1,13850,0,13850,Pagada,efectivo,c698dcc1-55f7-4772-990b-55f64e15d442
163,2025-09-29 21:39:26.129768+00,2025-09-29 21:39:26.129768+00,,FAC-1162,2025-09-29 21:39:26.125854+00,1,1,8400,0,8400,Pagada,efectivo,41c03ca8-bf05-44de-b473-323d5d91de5d
164,2025-09-29 21:40:10.747561+00,2025-09-29 21:40:10.747561+00,,FAC-1163,2025-09-29 21:40:10.742687+00,1,1,2250,0,2250,Pagada,efectivo,5bbc87ee-de07-4e51-b65b-467bb1ffdae1
165,2025-09-29 21:41:32.326438+00,2025-09-29 21:41:32.326438+00,,FAC-1164,2025-09-29 21:41:32.322199+00,1,1,4800,0,4800,Pagada,efectivo,a86d3bec-4422-4495-aa96-6856d7f6bd0e
166,2025-09-29 21:48:43.557814+00,2025-09-29 21:48:43.557814+00,,FAC-1165,2025-09-29 21:48:43.550802+00,1,1,4500,0,4500,Pagada,efectivo,bd07b7d9-86e2-4665-8e6c-b71e161cc942
167,2025-09-29 22:11:07.00454+00,2025-09-29 22:11:07.00454+00,,FAC-1166,2025-09-29 22:11:06.998634+00,1,1,28350,0,28350,Pagada,efectivo,c931d6ca-7329-439b-b31f-fe83f55af38a
168,2025-09-29 22:11:59.850934+00,2025-09-29 22:11:59.850934+00,,FAC-1167,2025-09-29 22:11:59.846786+00,1,1,23800,0,23800,Pagada,efectivo,97d8f9c2-a0ef-4104-9a32-e40163e4b3bc
169,2025-09-29 22:12:28.612941+00,2025-09-29 22:12:28.612941+00,,FAC-1168,2025-09-29 22:12:28.607086+00,1,1,4200,0,4200,Pagada,efectivo,eaabcb93-8c5a-4151-b4fe-d19f5f490b03
170,2025-09-29 22:38:17.597739+00,2025-09-29 22:38:17.597739+00,,FAC-1169,2025-09-29 22:38:17.592024+00,1,1,18900,0,18900,Pagada,efectivo,8becc418-b0ab-4893-9dc1-f29d114fb93e
171,2025-09-29 22:46:51.988366+00,2025-09-29 22:46:51.988366+00,,FAC-1170,2025-09-29 22:46:51.984098+00,1,1,2600,0,2600,Pagada,efectivo,eba71697-5244-4502-b08b-f8a7b87de03a
172,2025-09-29 22:55:06.140843+00,2025-09-29 22:55:06.140843+00,,FAC-1171,2025-09-29 22:55:06.136503+00,1,1,10500,0,10500,Pagada,efectivo,d5558667-ea8b-4a54-857d-e9c630651427
173,2025-09-29 23:07:29.423264+00,2025-09-29 23:07:29.423264+00,,FAC-1172,2025-09-29 23:07:29.41824+00,1,1,6400,0,6400,Pagada,efectivo,30ffbb38-436a-43fd-8e66-cbc7400a5402
174,2025-09-29 23:09:01.912217+00,2025-09-29 23:09:01.912217+00,,FAC-1173,2025-09-29 23:09:01.905886+00,1,1,25300,0,25300,Pagada,efectivo,93f53739-59d6-44a8-be7e-86b69c4753ba
175,2025-09-29 23:10:59.143063+00,2025-09-29 23:10:59.143063+00,,FAC-1174,2025-09-29 23:10:59.138348+00,1,1,10800,0,10800,Pagada,efectivo,5d591679-97a7-4f5a-9742-1c49030e4e48
176,2025-09-29 23:12:50.957731+00,2025-09-29 23:12:50.957731+00,,FAC-1175,2025-09-29 23:12:50.953065+00,1,1,3800,0,3800,Pagada,efectivo,ea1d9e08-85c2-4615-9ba1-d2635370fe51
177,2025-09-29 23:14:34.790244+00,2025-09-29 23:14:34.790244+00,,FAC-1176,2025-09-29 23:14:34.78515+00,1,1,4200,0,4200,Pagada,efectivo,10f52c2d-2a28-458c-866f-b685ab63679a
178,2025-09-29 23:15:30.693724+00,2025-09-29 23:15:30.693724+00,,FAC-1177,2025-09-29 23:15:30.689192+00,1,1,6100,0,6100,Pagada,efectivo,fd731742-c193-491d-96b8-aadfef96d6d5
179,2025-09-29 23:16:24.205262+00,2025-09-29 23:16:24.205262+00,,FAC-1178,2025-09-29 23:16:24.201205+00,1,1,3600,0,3600,Pagada,efectivo,f31ddd1b-1e18-4c8f-98d0-ed5aa459936d
180,2025-09-29 23:21:31.985808+00,2025-09-29 23:21:31.985808+00,,FAC-1179,2025-09-29 23:21:31.979379+00,1,1,2400,0,2400,Pagada,efectivo,c848858b-136a-4711-a53a-3c7c3a2f57d0
181,2025-09-29 23:24:50.829477+00,2025-09-29 23:24:50.829477+00,,FAC-1180,2025-09-29 23:24:50.825248+00,1,1,9900,0,9900,Pagada,efectivo,9609acfa-0d66-414e-a8ae-628efa21e3a7
182,2025-09-29 23:25:39.581907+00,2025-09-29 23:25:39.581907+00,,FAC-1181,2025-09-29 23:25:39.57754+00,1,1,3200,0,3200,Pagada,efectivo,dfa3e9d3-9173-4632-9a42-c9006122a77f
183,2025-09-29 23:28:32.74286+00,2025-09-29 23:28:32.74286+00,,FAC-1182,2025-09-29 23:28:32.738611+00,1,1,8000,0,8000,Pagada,efectivo,c66d5b1b-5b31-4586-b114-bd02a7bf6c88
184,2025-09-29 23:36:33.722673+00,2025-09-29 23:36:33.722673+00,,FAC-1183,2025-09-29 23:36:33.714697+00,1,1,5400,0,5400,Pagada,efectivo,adf2219b-e839-41ab-8c41-5666193a1fed
185,2025-09-29 23:37:59.897072+00,2025-09-29 23:37:59.897072+00,,FAC-1184,2025-09-29 23:37:59.891001+00,1,1,2000,0,2000,Pagada,efectivo,85de8eef-b6f3-4af2-ba34-06243be689b9
186,2025-09-29 23:40:47.126316+00,2025-09-29 23:40:47.126316+00,,FAC-1185,2025-09-29 23:40:47.122095+00,1,1,6300,0,6300,Pagada,efectivo,e0076ef5-68e8-4440-ae5f-3c66ced27a5c
187,2025-09-29 23:42:00.344841+00,2025-09-29 23:42:00.344841+00,,FAC-1186,2025-09-29 23:42:00.339998+00,1,1,400,0,400,Pagada,efectivo,af7cb3b2-e51e-4e7d-bdb2-5659772f0929
188,2025-09-29 23:50:17.229265+00,2025-09-29 23:50:17.229265+00,,FAC-1187,2025-09-29 23:50:17.219676+00,1,1,22500,0,22500,Pagada,efectivo,32db0ddc-b312-4c2e-8da5-28b7d1aa8bf8
189,2025-09-29 23:54:13.83392+00,2025-09-29 23:54:13.83392+00,,FAC-1188,2025-09-29 23:54:13.82927+00,1,1,5000,0,5000,Pagada,efectivo,65ffbf2b-e7f8-4911-a1f1-2aeeedb32f4b
190,2025-09-29 23:56:51.032817+00,2025-09-29 23:56:51.032817+00,,FAC-1189,2025-09-29 23:56:51.027652+00,1,1,8000,0,8000,Pagada,efectivo,8cf3e7d8-cfd1-4d29-b004-0f9f2d8e9e76
191,2025-09-30 00:00:05.321705+00,2025-09-30 00:00:05.321705+00,,FAC-1190,2025-09-30 00:00:05.315793+00,1,1,4300,0,4300,Pagada,efectivo,3a3f0769-3bbc-414d-a204-a1544c8e51c8
192,2025-09-30 00:06:12.713144+00,2025-09-30 00:06:12.713144+00,,FAC-1191,2025-09-30 00:06:12.707965+00,1,1,9500,0,9500,Pagada,efectivo,83f7fe9c-cbd5-4b27-a69a-8404abd39d49
193,2025-09-30 00:15:02.683849+00,2025-09-30 00:15:02.683849+00,,FAC-1192,2025-09-30 00:15:02.677247+00,1,1,10600,0,10600,Pagada,efectivo,430dcb3c-eb70-4561-9d9e-3905f4b2af70
194,2025-09-30 00:20:00.531883+00,2025-09-30 00:20:00.531883+00,,FAC-1193,2025-09-30 00:20:00.524453+00,1,1,12100,0,12100,Pagada,efectivo,f332b3ce-319a-4cf3-95a6-ec1a0a613416
195,2025-09-30 00:54:57.960945+00,2025-09-30 00:54:57.960945+00,,FAC-1194,2025-09-30 00:54:57.956892+00,1,1,9500,0,9500,Pagada,transferencia,e5d20d50-969a-4ad3-9864-c69e277acb8b
196,2025-09-30 01:11:22.483642+00,2025-09-30 01:11:22.483642+00,,FAC-1195,2025-09-30 01:11:22.477902+00,1,1,25000,0,25000,Pagada,efectivo,3af5d124-7b82-4bc2-9725-bcc36fff8e30
197,2025-09-30 19:12:54.379308+00,2025-09-30 19:12:54.379308+00,,FAC-1196,2025-09-30 19:12:54.376499+00,1,1,5600,0,5600,Pagada,efectivo,2a3360a8-eb66-4448-be41-1b7c637525a8
198,2025-09-30 19:21:34.878273+00,2025-09-30 19:21:34.878273+00,,FAC-1197,2025-09-30 19:21:34.872833+00,1,1,20500,0,20500,Pagada,efectivo,4bcf4888-0c68-4146-b2f4-3314ae23af0d
199,2025-09-30 19:22:13.682024+00,2025-09-30 19:22:13.682024+00,,FAC-1198,2025-09-30 19:22:13.678023+00,1,1,1500,0,1500,Pagada,efectivo,29474361-4e75-4509-b404-badc75cea4f5
200,2025-09-30 19:37:59.726903+00,2025-09-30 19:37:59.726903+00,,FAC-1199,2025-09-30 19:37:59.720673+00,1,1,3200,0,3200,Pagada,efectivo,56bbec87-4ead-4e75-af0c-6fd83657518f
201,2025-09-30 20:29:28.071918+00,2025-09-30 20:29:28.071918+00,,FAC-1200,2025-09-30 20:29:28.066284+00,1,1,11100,0,11100,Pagada,efectivo,73379706-5210-49e8-9796-406d3b9782e4
202,2025-09-30 20:37:07.566587+00,2025-09-30 20:37:07.566587+00,,FAC-1201,2025-09-30 20:37:07.560831+00,1,1,42600,0,42600,Pagada,efectivo,948b16cf-49e3-448f-af3f-468f39cd0a69
203,2025-09-30 21:28:55.614975+00,2025-09-30 21:28:55.614975+00,,FAC-1202,2025-09-30 21:28:55.603058+00,1,1,160600,0,160600,Pagada,efectivo,62b15362-3ab0-4a2b-8de5-3fe517816c84
204,2025-09-30 21:57:13.946913+00,2025-09-30 21:57:13.946913+00,,FAC-1203,2025-09-30 21:57:13.943209+00,1,1,7800,0,7800,Pagada,efectivo,41f47085-31c3-4249-8f32-05e38161cae7
205,2025-10-01 12:48:58.079981+00,2025-10-01 12:48:58.079981+00,,FAC-1204,2025-10-01 12:48:58.072011+00,3,1,5000,0,5000,Pagada,efectivo,9205aa06-73d8-4735-b2b8-7152d15b74a7
206,2025-10-01 12:50:03.733027+00,2025-10-01 12:50:03.733027+00,,FAC-1205,2025-10-01 12:50:03.727876+00,3,1,15800,0,15800,Pagada,efectivo,9336a5f8-2433-4748-89c1-79f90aea38f0
207,2025-10-01 12:59:42.331982+00,2025-10-01 12:59:42.331982+00,,FAC-1206,2025-10-01 12:59:42.32801+00,3,1,4800,0,4800,Pagada,efectivo,4d99adde-f2ac-4e50-a7a0-056b2fe89738
208,2025-10-01 13:08:30.878264+00,2025-10-01 13:08:30.878264+00,,FAC-1207,2025-10-01 13:08:30.872714+00,3,1,3000,0,3000,Pagada,efectivo,c8a71c0b-b7cc-41b9-bd47-0a1cca39891a
209,2025-10-01 13:09:26.573533+00,2025-10-01 13:09:26.573533+00,,FAC-1208,2025-10-01 13:09:26.568402+00,3,1,2600,0,2600,Pagada,efectivo,35db908c-215c-496a-9422-7618d4e7cf67
211,2025-10-01 13:18:47.253841+00,2025-10-01 13:18:47.253841+00,,FAC-1210,2025-10-01 13:18:47.248999+00,3,1,8199.800000000001,0,8199.800000000001,Pagada,efectivo,6b02afa7-2302-412a-b39d-59e29dc8a351
212,2025-10-01 13:19:17.173505+00,2025-10-01 13:19:17.173505+00,,FAC-1211,2025-10-01 13:19:17.169104+00,3,1,10200,0,10200,Pagada,efectivo,9ef01dc5-8182-422c-83b5-2039cc555f9b
213,2025-10-01 13:22:09.49298+00,2025-10-01 13:22:09.49298+00,,FAC-1212,2025-10-01 13:22:09.48895+00,3,1,6400,0,6400,Pagada,efectivo,40b3ee64-3ad1-477e-82bf-4bfab2ed335c
214,2025-10-01 13:28:40.004783+00,2025-10-01 13:28:40.004783+00,,FAC-1213,2025-10-01 13:28:40.000978+00,3,1,17200,0,17200,Pagada,efectivo,1b0d10ae-7523-413d-bbcb-c6205cbb6ca7
215,2025-10-01 13:35:03.646517+00,2025-10-01 13:35:03.646517+00,,FAC-1214,2025-10-01 13:35:03.641581+00,3,3,19800,0,19800,Pagada,efectivo,35ea8c21-59e9-4177-ad3b-0cc54f44634f
216,2025-10-01 13:35:12.59072+00,2025-10-01 13:35:12.59072+00,,FAC-1215,2025-10-01 13:35:12.585352+00,3,1,1800,0,1800,Pagada,efectivo,79adfe06-73aa-4d6f-b995-b55810440dbe
218,2025-10-01 13:43:37.173853+00,2025-10-01 13:43:37.173853+00,,FAC-1217,2025-10-01 13:43:37.169533+00,3,3,7500,0,7500,Pagada,efectivo,5ceaa7ab-d9e5-46c1-9976-6f3d0d3d8a9d
219,2025-10-01 13:47:32.374691+00,2025-10-01 13:47:32.374691+00,,FAC-1218,2025-10-01 13:47:32.369817+00,3,3,17600,0,17600,Pagada,efectivo,e43b13e1-cc48-471f-a048-11e4f3b87f0e
220,2025-10-01 13:51:01.550646+00,2025-10-01 13:51:01.550646+00,,FAC-1219,2025-10-01 13:51:01.546628+00,3,1,10500,0,10500,Pagada,efectivo,78a88422-ca5f-43ca-9dc6-ae955b96c12d
221,2025-10-01 13:55:08.510806+00,2025-10-01 13:55:08.510806+00,,FAC-1220,2025-10-01 13:55:08.506638+00,3,3,4000,0,4000,Pagada,efectivo,d1320e50-7c47-452a-93a2-3ed43f00b30d
222,2025-10-01 13:55:21.134609+00,2025-10-01 13:55:21.134609+00,,FAC-1221,2025-10-01 13:55:21.130158+00,3,3,9800,0,9800,Pagada,efectivo,35e81a31-c9c7-41b8-8913-41b01b643ad7
223,2025-10-01 13:59:38.502163+00,2025-10-01 13:59:38.502163+00,,FAC-1222,2025-10-01 13:59:38.498105+00,3,3,22600,0,22600,Pagada,efectivo,a7090f3f-1aa8-495d-b87e-315da70e28a7
226,2025-10-01 14:06:52.194234+00,2025-10-01 14:06:52.194234+00,,FAC-1225,2025-10-01 14:06:52.187201+00,3,3,3000,0,3000,Pagada,efectivo,75fa27d6-5392-4576-a468-409d2a289065
227,2025-10-01 14:08:31.463478+00,2025-10-01 14:08:31.463478+00,,FAC-1226,2025-10-01 14:08:31.458614+00,3,4,3800,0,3800,Pagada,efectivo,9049db24-0945-4e89-b153-b64315d63f1a
228,2025-10-01 14:11:03.903604+00,2025-10-01 14:11:03.903604+00,,FAC-1227,2025-10-01 14:11:03.898682+00,3,1,3600,0,3600,Pagada,efectivo,8cdad95a-8cf3-49db-9ab1-f75861862229
229,2025-10-01 18:31:47.697251+00,2025-10-01 18:31:47.697251+00,,FAC-1228,2025-10-01 18:31:47.692642+00,1,1,17600,0,17600,Pagada,efectivo,03a4510d-a82c-4989-8327-0ba218d0b8cc
230,2025-10-01 18:52:35.424856+00,2025-10-01 18:52:35.424856+00,,FAC-1229,2025-10-01 18:52:35.421109+00,1,1,7500,0,7500,Pagada,efectivo,43b20b3c-13ab-4000-8192-4a4df6db0334
231,2025-10-04 02:06:38.195255+00,2025-10-04 02:06:38.195255+00,,FAC-1230,2025-10-04 02:06:38.190158+00,1,1,150,0,150,Pagada,efectivo,aed6a3e1-eff0-4a97-9413-099de66ae416
232,2025-10-04 12:12:08.548422+00,2025-10-04 12:12:08.548422+00,,FAC-1231,2025-10-04 12:12:08.539032+00,3,3,14900,0,14900,Pagada,efectivo,89905589-cf9b-4647-aac5-ed9b100e2846
233,2025-10-04 12:25:26.085099+00,2025-10-04 12:25:26.085099+00,,FAC-1232,2025-10-04 12:25:26.082378+00,3,1,3000,0,3000,Pagada,efectivo,1be76157-22e6-438f-a9eb-fc9d9d0425e5
234,2025-10-04 12:34:07.192865+00,2025-10-04 12:34:07.192865+00,,FAC-1233,2025-10-04 12:34:07.186886+00,3,1,47900,0,47900,Pagada,efectivo,54c35757-ff4a-48fc-8be1-868365f14bb0
235,2025-10-04 12:46:41.529553+00,2025-10-04 12:46:41.529553+00,,FAC-1234,2025-10-04 12:46:41.524475+00,3,1,2900,0,2900,Pagada,efectivo,9aad8e73-135d-46a6-9db6-b6b3fe911906
236,2025-10-04 14:35:36.262968+00,2025-10-04 14:35:36.262968+00,,FAC-1235,2025-10-04 14:35:36.258656+00,3,3,83600,0,83600,Pagada,efectivo,0b50d4d9-2b94-4be4-9bcf-b477ab30fef1
237,2025-10-04 14:40:59.851878+00,2025-10-04 14:40:59.851878+00,,FAC-1236,2025-10-04 14:40:59.847386+00,3,1,11900,0,11900,Pagada,efectivo,b89aa2b6-5305-4eb1-938e-c0a265705a58
238,2025-10-04 14:49:58.81985+00,2025-10-04 14:49:58.81985+00,,FAC-1237,2025-10-04 14:49:58.815799+00,3,1,17100,0,17100,Pagada,efectivo,53646c6c-f7cb-46d4-8510-48f9394d2c7f
239,2025-10-04 14:52:15.628152+00,2025-10-04 14:52:15.628152+00,,FAC-1238,2025-10-04 14:52:15.62396+00,3,1,2400,0,2400,Pagada,efectivo,4f30c9c0-4b8c-4598-b676-f8a96c8739f1
241,2025-10-04 15:16:23.621248+00,2025-10-04 15:16:23.621248+00,,FAC-1240,2025-10-04 15:16:23.616792+00,3,1,5600,0,5600,Pagada,efectivo,b62dc33e-367d-43c6-9c19-38d4ead07687
243,2025-10-04 15:23:46.270403+00,2025-10-04 15:23:46.270403+00,,FAC-1242,2025-10-04 15:23:46.265189+00,3,1,20800,0,20800,Pagada,efectivo,9565eaeb-ac99-4694-ae21-27ab6f66da37
246,2025-10-04 16:09:03.407216+00,2025-10-04 16:09:03.407216+00,,FAC-1245,2025-10-04 16:09:03.402642+00,3,1,1400,0,1400,Pagada,efectivo,d927a694-75f4-49e2-848c-0535174df04a
247,2025-10-04 16:17:42.653427+00,2025-10-04 16:17:42.653427+00,,FAC-1246,2025-10-04 16:17:42.651001+00,3,1,11500,0,11500,Pagada,efectivo,396834ee-bd06-4dd2-bb87-5c51344cce6d
248,2025-10-04 16:22:07.422917+00,2025-10-04 16:22:07.422917+00,,FAC-1247,2025-10-04 16:22:07.419241+00,3,1,4000,0,4000,Pagada,efectivo,b90bfd77-f33a-44af-aca1-8554f9b6b53a
249,2025-10-04 16:26:38.534704+00,2025-10-04 16:26:38.534704+00,,FAC-1248,2025-10-04 16:26:38.531302+00,3,1,5300,0,5300,Pagada,efectivo,9dced1cc-aa2f-471d-a589-edc547f0d483
250,2025-10-04 16:27:10.8636+00,2025-10-04 16:27:10.8636+00,,FAC-1249,2025-10-04 16:27:10.86014+00,3,1,12900,0,12900,Pagada,efectivo,4d494827-81c1-4858-91c1-f2f3398fd4fa
251,2025-10-04 16:32:29.272804+00,2025-10-04 16:32:29.272804+00,,FAC-1250,2025-10-04 16:32:29.267564+00,3,1,4800,0,4800,Pagada,efectivo,ad238cbc-46dd-468a-a5a6-7c37dc1f45b1
252,2025-10-04 16:33:32.479831+00,2025-10-04 16:33:32.479831+00,,FAC-1251,2025-10-04 16:33:32.475506+00,3,1,5500,0,5500,Pagada,efectivo,adb7d96c-7e54-4983-9d81-b966761c7ae1
253,2025-10-04 16:37:45.103065+00,2025-10-04 16:37:45.103065+00,,FAC-1252,2025-10-04 16:37:45.100374+00,3,1,2000,0,2000,Pagada,efectivo,aaa6da53-60e3-468a-9ad5-2c951a96a598
254,2025-10-04 16:41:06.095966+00,2025-10-04 16:41:06.095966+00,,FAC-1253,2025-10-04 16:41:06.091849+00,3,1,5900,0,5900,Pagada,efectivo,25123cd5-743f-46f7-9f55-e44fa72fd876
255,2025-10-04 16:41:13.177327+00,2025-10-04 16:41:13.177327+00,,FAC-1254,2025-10-04 16:41:13.17196+00,3,1,2500,0,2500,Pagada,efectivo,94bf20ca-7d92-4303-a421-6bb46ea82146
